assessment_id,result_id,study,domain,source_text,source_text_sha256,line_start,line_end,excerpt
QOR24-QOR24-WU2025,QOR24-WU2025,Wu 2025,1,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Wu_2025.txt,aebc2703278c084d7aa54d27cd5ed11fb08e4efb39fa2dd5d2055572dd10bb0d,94,104,"Eligible participants (n=100) were randomly assigned (1:1) to receive either TEAS or sham TEAS upon arrival at the 
Post-Anesthesia Care Unit (PACU). Randomization was performed using a computer-generated list of random numbers 
created by an independent third party. A professionally trained anesthesiologist administered the interventions according 
to a serial number corresponding to the random number table All clinicians and researchers collecting or analyzing the 
data were blinded to the group assignments. To enhance blinding, the sham TEAS group received electrode patches 
affixed without electrical stimulation to simulate the sensory experience without actual electrical current. Complete 
blinding of all subjects was attempted; however, the sensation of electrical stimulation can bring about some perceptual 
differences, and this difference may affect the interpretation of the result. Nonetheless, considering that the participants’ 
consciousness level was basically low when they entered the PACU, the weak current intensity might not be detected by 
https://doi.org/10.2147/JPR.S529193 
Journal of Pain Research 2025:18 "
QOR24-QOR24-WU2025,QOR24-WU2025,Wu 2025,2,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Wu_2025.txt,aebc2703278c084d7aa54d27cd5ed11fb08e4efb39fa2dd5d2055572dd10bb0d,115,146,"Ultrasound-guided thoracic paravertebral nerve blocks were performed at T4-7 levels. After anesthesia induction, 
endotracheal intubation was performed, adopting one-lung ventilation and a protective lung ventilation strategy.20 The 
patients’ core temperature was maintained stable by using 41°C infusion heating and a warm air blower, and the 
bispectral index (BIS) was maintained between 40–60 throughout the operation. Vasoactive agents were administered to 
maintain the heart rate and blood pressure within 20% of the baseline values, and 200 mg of sugammadex sodium was 
administered postoperatively. Sufentanil, propofol, and rocuronium bromide were used for anesthesia induction, whereas 
propofol, remifentanil, rocuronium bromide, and dexmedetomidine were continuously administered during the operation. 
Ropivacaine (150 mg) is used for TPVB,21 but postoperative patient-controlled analgesia (PCA) is not routinely applied. 
No additional postoperative analgesics were administered unless the postoperative VAS(visual analogue scale) score 
exceeded 4. Paracetamol and oxycodone with acetaminophen tablets or intravenous parecoxib sodium (40 mg) were 
administered.22 More details can be found in Supplementary Material 1.
Intervention
Upon arrival in the PACU, participants were randomly assigned to the TEAS or Sham groups. Prior to anesthesia 
induction, all patients were informed about the potential use of TEAS for postoperative pain management and were 
shown the electrode patches to be applied to specific acupoints, ensuring awareness and minimizing placebo effects.
In the TEAS group, an experienced anesthesiologist administered Transcutaneous Electrical Acupoint Stimulation at 
the bilateral Hegu (LI14) and Neiguan (PC6) points23 using an acupoint nerve stimulator (Model: HANS-200A; Nanjing 
Jisheng Medical Technology Co., Ltd.). The device delivered fixed-intensity electrical stimulation at frequencies of 2 hz 
and 10 hz and a current of 12–20 mA for 30 min.24 Stimulation began immediately upon PACU arrival, while the patients 
were still under residual anesthesia, ensuring consistency and minimizing the placebo effects.
In the sham TEAS group, electrode patches were affixed to the same acupoints without electrical stimulation for 
30 min. The presence of electrode patches and prior briefings created a comparable experience, maintained blinding, and 
reduced psychological biases.
Administering TEAS during residual anesthesia reduced the likelihood of participants discerning their group based on 
sensation. TEAS participants might experience numbness and acid distension at acupoints if they become more awake, 
reinforcing the perception of receiving active treatment. Conversely, sham TEAS participants, despite no active stimulation, 
might believe that they received TEAS due to the electrode patches and initial briefing, further minimizing placebo-related bias.
TEAS was implemented in accordance with the Standards for Reporting of Controlled Trials in Acupuncture 
(STRICTA) guidelines to ensure methodological rigor and reproducibility.23
Outcomes
The primary outcome was pain intensity 24 h after surgery, measured using visual analog scale (VAS) scores (0–10).
Secondary outcomes included VAS scores at 1 h and 12 h post-surgery, incidence of moderate to severe pain (VAS >4) in "
QOR24-QOR24-WU2025,QOR24-WU2025,Wu 2025,3,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Wu_2025.txt,aebc2703278c084d7aa54d27cd5ed11fb08e4efb39fa2dd5d2055572dd10bb0d,164,189,"=== PDF PAGE 4 ===
a random intercept for each participant. Estimates were summarized as mean differences (MD) or relative risks (RR) with 
95% confidence intervals (CI). A 2-factor repeated measures ANOVA was used to analyze the VAS scores at each time 
point post-surgery. The Kolmogorov–Smirnov test was used to assess data normality. Statistical significance was set at 
a 95% confidence limit and p < 0.05. All outcomes were evaluated in the intention-to-treat (ITT) population, which 
included all subjects in the full analysis set (FAS). Statistical analyses were performed using SPSS version 21 (IBM, 
Armonk, NY, USA), Stata 14 (StataCorp, TX, USA), and GraphPad Prism (version 7.0, GraphPad Software, USA).
Calculation of Sample Sizes
The sample size was determined based on a 25% reduction in pain scores with a statistical power of 90% and a type 
I error of 5%. This calculation was based on preliminary data, where patients receiving standard general anesthesia had 
a mean VAS pain score of 4.05 with a standard deviation of 1.95 in the first 24 h postoperatively. A 25% reduction 
corresponds to a VAS score decrease of at least 1 point (from 4 to 3), which is considered clinically significant as it 
transitions pain from moderate to mild levels. To account for the potential loss to follow-up (estimated at approximately 
20%), 50 patients per treatment group were included, resulting in a total of 100 participants.
Results
Participant Flow
Between January 5, 2023, and May 28, 2023, 132 patients admitted to the day ward of the Chest Hospital Affiliated to 
Shanghai Jiao Tong University School of Medicine for minimally invasive lung cancer surgery were screened. Among 
them, 32 refused to sign an informed consent form or met at least one exclusion criterion. Consequently, 100 eligible 
patients were selected and randomly assigned to two groups: 50 in the TEAS group and 50 in the control group. All 
patients successfully completed the final follow-up, with no data loss, except for three patients who were discharged 
within 24 hours post-surgery and could not be contacted for data collection at the 24-hour mark. All the results were 
included in the final analysis according to the ITT principle (Figure 1). Baseline demographics and clinical characteristics 
were well balanced between the two groups (Table 1).
Figure 1 CONSORT flow diagram of the study participants. 
Abbreviation: ITT, intention-to-treat."
QOR24-QOR24-WU2025,QOR24-WU2025,Wu 2025,4,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Wu_2025.txt,aebc2703278c084d7aa54d27cd5ed11fb08e4efb39fa2dd5d2055572dd10bb0d,127,143,"Upon arrival in the PACU, participants were randomly assigned to the TEAS or Sham groups. Prior to anesthesia 
induction, all patients were informed about the potential use of TEAS for postoperative pain management and were 
shown the electrode patches to be applied to specific acupoints, ensuring awareness and minimizing placebo effects.
In the TEAS group, an experienced anesthesiologist administered Transcutaneous Electrical Acupoint Stimulation at 
the bilateral Hegu (LI14) and Neiguan (PC6) points23 using an acupoint nerve stimulator (Model: HANS-200A; Nanjing 
Jisheng Medical Technology Co., Ltd.). The device delivered fixed-intensity electrical stimulation at frequencies of 2 hz 
and 10 hz and a current of 12–20 mA for 30 min.24 Stimulation began immediately upon PACU arrival, while the patients 
were still under residual anesthesia, ensuring consistency and minimizing the placebo effects.
In the sham TEAS group, electrode patches were affixed to the same acupoints without electrical stimulation for 
30 min. The presence of electrode patches and prior briefings created a comparable experience, maintained blinding, and 
reduced psychological biases.
Administering TEAS during residual anesthesia reduced the likelihood of participants discerning their group based on 
sensation. TEAS participants might experience numbness and acid distension at acupoints if they become more awake, 
reinforcing the perception of receiving active treatment. Conversely, sham TEAS participants, despite no active stimulation, 
might believe that they received TEAS due to the electrode patches and initial briefing, further minimizing placebo-related bias.
TEAS was implemented in accordance with the Standards for Reporting of Controlled Trials in Acupuncture 
(STRICTA) guidelines to ensure methodological rigor and reproducibility.23"
QOR24-QOR24-WU2025,QOR24-WU2025,Wu 2025,5,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Wu_2025.txt,aebc2703278c084d7aa54d27cd5ed11fb08e4efb39fa2dd5d2055572dd10bb0d,145,169,"The primary outcome was pain intensity 24 h after surgery, measured using visual analog scale (VAS) scores (0–10).
Secondary outcomes included VAS scores at 1 h and 12 h post-surgery, incidence of moderate to severe pain (VAS >4) in 
the first 12 h, analgesic consumption, incidence of postoperative nausea and vomiting (PONV) within 1 hour, 1–12 hours, and 
12–24 hours post-surgery, Quality of Recovery (QoR-15)25 scores at 24 h post-surgery, length of hospital stay, and safety.
Statistical Analysis
We evaluated the distributions of continuous variables using histograms and QQ plots and checked for normality using 
the Shapiro–Wilk test. Normally distributed continuous variables were expressed as mean ± standard deviation (SD) and 
compared using Student’s t-test. Asymmetrically distributed variables were presented as medians (interquartile range 
[IQR]) and compared using the Mann–Whitney U-test. Categorical variables are expressed as absolute numbers 
(percentages) and compared using Pearson’s χ2 test with continuity correction or Fisher’s exact test. Mixed linear 
models were used for repeated measures, considering the treatment group, time, and their interaction as fixed effects with 
Journal of Pain Research 2025:18 
https://doi.org/10.2147/JPR.S529193 
3019
Wu et al
Powered by TCPDF (www.tcpdf.org)
Powered by TCPDF (www.tcpdf.org)


=== PDF PAGE 4 ===
a random intercept for each participant. Estimates were summarized as mean differences (MD) or relative risks (RR) with 
95% confidence intervals (CI). A 2-factor repeated measures ANOVA was used to analyze the VAS scores at each time 
point post-surgery. The Kolmogorov–Smirnov test was used to assess data normality. Statistical significance was set at 
a 95% confidence limit and p < 0.05. All outcomes were evaluated in the intention-to-treat (ITT) population, which 
included all subjects in the full analysis set (FAS). Statistical analyses were performed using SPSS version 21 (IBM, "
QOR24-QOR24-XING2022,QOR24-XING2022,Xing 2022,1,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Xing_2022.txt,b7777b307e38b0d85457e7ce3439bbfc8aac27ba8adc43e57eace188c2857533,250,286,"the ratio of 1:1:1 into the general anesthesia
group (group G), TAPB group (group NG), and
TEAS combined with TAPB group (group NTG).
Patients that met the following inclusion crite-
ria were selected for the study: (1) American
Society of Anesthesiologists grades I–III; (2)
age C 60 years; (3) undergoing elective laparo-
scopic gastric cancer surgery. Patients that met
the following exclusion criteria were not selec-
ted: (1) central nervous system and mental dis-
eases; (2) history of an allergic reaction to local
anesthetics; (3) swelling, infection, or ulcera-
tion at the site of TEAS.
Randomization
We randomized patients with an allocation
ratio of 1:1:1:1 using computer-generated ran-
dom numbers. Randomization codes were kept
in
a
sealed
envelope
and
relayed
to
an
independent nurse. The TEAS stimulator was
obscured by an opaque cloth throughout the
experiment. In addition, the nurse prepared
0.375% ropivacaine or saline (40 mL) for all
patients during the study period. All TAPBs were
performed by the same anesthesiologist who
was not involved in anesthesia management.
The allocation was blinded for all patients, sur-
geons, the leading anesthesiologist, physician
in the post-anesthesia care unit, and follow-up
observers until the end of the study.
TEAS Procedure"
QOR24-QOR24-XING2022,QOR24-XING2022,Xing 2022,2,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Xing_2022.txt,b7777b307e38b0d85457e7ce3439bbfc8aac27ba8adc43e57eace188c2857533,287,302,"For all patients, electrode pads were pasted at
the acupoints of Hegu (LI4), Neiguan (PC6), and
Zusanli (ST36) on both sides 30 min before
anesthesia. The G group and NG group received
TEAS without actual electric stimuli. The NTG
group was provided with a 2/100 Hz density
wave and actual electric stimuli. The optimal
intensity was set to mild twitching of the sur-
rounding muscle up to the maximum tolerated
by the individual. Stopped stimulus and the
electrodes were removed at the end of the
operation in each group. The electrodes were
connected to the TEAS instrument (SDZ-V,
Suzhou Medical Technology Co. Ltd., Suzhou,
China).
The Hegu (LI4) acupoint is located radial to"
QOR24-QOR24-XING2022,QOR24-XING2022,Xing 2022,3,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Xing_2022.txt,b7777b307e38b0d85457e7ce3439bbfc8aac27ba8adc43e57eace188c2857533,479,487,"Patient Characteristics
The method of operation was changed in one
patient in the G group, and one patient each
was withdrawn by the end of the trial because of
loss of follow-up in both the NG and NTG
groups. A total of 87 patients were available for
the analysis (Fig. 2). Each group was similar in
terms of sex, age, BMI, ASA, and operation time
(Table 1)."
QOR24-QOR24-XING2022,QOR24-XING2022,Xing 2022,4,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Xing_2022.txt,b7777b307e38b0d85457e7ce3439bbfc8aac27ba8adc43e57eace188c2857533,949,972,"Second,
our
study
only
included
elderly
patients, making it difﬁcult to generalize the
ﬁndings to patients of other age groups. Third,
as we performed TEAS on the patients before
induction of anesthesia, there may be a lack of
blinding to some extent, leading to biased
results of the test. However, the stimulator is
covered by an opaque cloth so that the surgeons
and
anesthesiologists
were
blinded.
The
researchers who conducted data collection and
performed the outcome assessment were blin-
ded to group allocation. These procedures may
minimize
bias.
Additionally,"
QOR24-QOR24-XING2022,QOR24-XING2022,Xing 2022,5,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Xing_2022.txt,b7777b307e38b0d85457e7ce3439bbfc8aac27ba8adc43e57eace188c2857533,378,417,"Outcomes
Primary Outcomes
The primary outcome was the early postopera-
tive quality of recovery, assessed via the Quality
of Recovery (QoR-15) score. The QoR-15 scale is
a self-rating scale widely used to evaluate the
quality of early postoperative recovery and
which is both effective and reliable [17–19].
This score measures the quality of a patient’s
postoperative recovery in terms of changes in
physical
comfort,
mood,
physical
Fig. 1 Location of the acupoints for transcutaneous
electrical acupoint stimulation and transversus abdominis
plane block ultrasound images. a LI4 is located radial to
the midpoint of the second metacarpal in the dorsal hand.
PC6 is located on the forearm palm side, 2 cun (approx.
40 mm) above the transverse wrist line, between the
palmaris longus and the ﬂexor carpi radialis tendon. ST36
is located on the lateral aspect of the patella of the lower
leg, 3 cun (approx. 60 mm) below the hollow of the
patellar ligament lateral. b White dashed line: needle
trajectory. TA transversus abdominis, IO internal oblique,
EO external oblique, RA rectus abdominis muscle
1330
Pain Ther (2022) 11:1327–1339


=== PDF PAGE 5 ===
independence, psychological support, and pain
[20]. In the present study, QoR-15 evaluation
was
performed
on
preoperative
day 1
and
POD 1, POD 3, and POD 7."
QOR24-V33-OD-0025,V33-OD-0025,Zhou 2025,1,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Zhou_2025.txt,38b208d76d539a13ff08f8d64b3f562ae95f71a58076aa61464983f48af82af4,120,130,"Randomization and Blinding
Participants underwent randomization into either the TEAS or Sham group at a 1:1 ratio, utilizing a computer-generated 
randomization sequence. Allocation was concealed using sequentially numbered, sealed, opaque envelopes. An inde­
pendent research assistant, uninvolved in patient recruitment, intervention, or outcome assessment, opened these 
envelopes sequentially in the PACU just before the intervention to reveal group assignment. Patients, anesthesiologists, 
surgeons, and data collectors remained blinded to group allocation. Due to the nature of the intervention, the acupunc­
turist administering TEAS could not be blinded. To maintain blinding, the acupuncturist adhered to a standardized 
interaction protocol for both groups. This involved scripted explanations, identical application of electrodes and device 
operation, and neutral responses to inquiries, avoiding any cues about group allocation. Patients were informed they 
would receive electrical acupoint stimulation, Sham TEAS was performed using the same protocol as real TEAS, but 
without electrical current output from the stimulator."
QOR24-V33-OD-0025,V33-OD-0025,Zhou 2025,2,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Zhou_2025.txt,38b208d76d539a13ff08f8d64b3f562ae95f71a58076aa61464983f48af82af4,125,168,"surgeons, and data collectors remained blinded to group allocation. Due to the nature of the intervention, the acupunc­
turist administering TEAS could not be blinded. To maintain blinding, the acupuncturist adhered to a standardized 
interaction protocol for both groups. This involved scripted explanations, identical application of electrodes and device 
operation, and neutral responses to inquiries, avoiding any cues about group allocation. Patients were informed they 
would receive electrical acupoint stimulation, Sham TEAS was performed using the same protocol as real TEAS, but 
without electrical current output from the stimulator.
Anesthesia Management
Experienced anesthesiologists administered standard general anesthesia with endotracheal intubation to all patients, 
adhering to the institutional protocol. Monitoring included electrocardiography, noninvasive blood pressure, pulse 
oximetry, end-tidal carbon dioxide (PetCO2), and bispectral index (BIS). Anesthesia was induced after sufficient 
denitrogenation using midazolam (0.05 mg/kg), etomidate (0.2 mg/kg), cisatracurium (0.2 mg/kg), and sufentanil 
(0.5 μg/kg). Once sufficient muscle relaxation was achieved, endotracheal intubation was performed. Mechanical 
ventilation was adjusted to maintain PetCO2 between 35–45 mmHg.
Anesthesia was maintained with continuous infusion of propofol (4–10mg/kg/h) and remifentanil (0.1–0.4μg/kg/min), 
supplemented with intermittent sevoflurane inhalation (1.0–2.0%) to keep BIS values between 40 and 60 and vital signs 
within 20% of baseline values. Patients received flurbiprofen axetil (50 mg) and sufentanil (0.1 μg/kg) for postoperative 
pain management, and tropisetron (5 mg) for PONV prophylaxis, 30 minutes prior to the conclusion of surgery. 
Ropivacaine (0.5%, 10 mL) was infiltrated at the abdominal incision site for local analgesia at the conclusion of the 
surgery. All patients were transferred to the PACU with endotracheal tubes, maintaining continued monitoring and 
respiratory support until they met the extubation criteria. Discharge from the PACU occurred after meeting the modified 
Aldrete criteria. Postoperative pain management included intravenous tramadol (50–100 mg) every 6 hours as needed, at 
the discretion of the treating gynecologists.
TEAS Intervention
After patients arrived at PACU and their vital signs stabilized, the TEAS intervention was conducted in the PACU by 
a certified acupuncturist using the SDZ-II acupoint nerve stimulator (Hwato, Suzhou Medical Appliance Factory, China). 
The intervention involved stimulating four pairs of acupoints—LI4 (Hegu), PC6 (Neiguan), ST36 (Zusanli), and SP6 
(Sanyinjiao)—located according to the WHO Standard Acupuncture Point Locations (Figure 1).24 These acupoints were 
strategically selected for their established therapeutic roles in postoperative recovery: LI4 (Hegu) is primarily used for its 
potent analgesic effects;25 PC6 (Neiguan) is a key point for preventing nausea and vomiting,26 ST36 (Zusanli) and SP6 
Therapeutics and Clinical Risk Management 2025:21 
https://doi.org/10.2147/TCRM.S507856 
1177
Zhou et al
Powered by TCPDF (www.tcpdf.org)
Powered by TCPDF (www.tcpdf.org)


=== PDF PAGE 4 ===
(Sanyinjiao) are known to modulate gastrointestinal motility and regulate autonomic function.27,28 A more detailed 
mechanistic discussion of these effects is provided in the Discussion section. The stimulation parameters were set to an 
alternating dense-disperse wave mode at 2/10 Hz, with an intensity of 10–15 mA and a duration of 30 minutes. Prior to 
anesthesia induction, the optimal intensity for each patient was determined by gradually increasing the current until the 
patient experienced a strong but comfortable “De Qi” sensation, a traditional Chinese medicine indicator of effective 
stimulation.29 This intensity was then applied during the TEAS intervention in the PACU."
QOR24-V33-OD-0025,V33-OD-0025,Zhou 2025,3,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Zhou_2025.txt,38b208d76d539a13ff08f8d64b3f562ae95f71a58076aa61464983f48af82af4,203,210,"Initially, 127 patients were assessed for study eligibility. Out of these, 18 patients did not meet the inclusion criteria and 9 
declined participation. Consequently, 100 patients were successfully enrolled and subsequently randomized into two 
distinct groups: the TEAS group (n=50) and the Sham group (n=50). Each participant received the intervention assigned 
to their respective group. During the postoperative assessment period, two patients from the TEAS group and one from 
the Sham group were lost due to their decision to withdraw. Ultimately, 97 patients completed the study, with 48 from the 
TEAS group and 49 from the Sham group. The data from these participants were incorporated into the final analysis. An 
overview of the recruitment, allocation, postoperative assessment, and analysis of the trial participants is illustrated in 
Figure 2."
QOR24-V33-OD-0025,V33-OD-0025,Zhou 2025,4,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Zhou_2025.txt,38b208d76d539a13ff08f8d64b3f562ae95f71a58076aa61464983f48af82af4,125,168,"surgeons, and data collectors remained blinded to group allocation. Due to the nature of the intervention, the acupunc­
turist administering TEAS could not be blinded. To maintain blinding, the acupuncturist adhered to a standardized 
interaction protocol for both groups. This involved scripted explanations, identical application of electrodes and device 
operation, and neutral responses to inquiries, avoiding any cues about group allocation. Patients were informed they 
would receive electrical acupoint stimulation, Sham TEAS was performed using the same protocol as real TEAS, but 
without electrical current output from the stimulator.
Anesthesia Management
Experienced anesthesiologists administered standard general anesthesia with endotracheal intubation to all patients, 
adhering to the institutional protocol. Monitoring included electrocardiography, noninvasive blood pressure, pulse 
oximetry, end-tidal carbon dioxide (PetCO2), and bispectral index (BIS). Anesthesia was induced after sufficient 
denitrogenation using midazolam (0.05 mg/kg), etomidate (0.2 mg/kg), cisatracurium (0.2 mg/kg), and sufentanil 
(0.5 μg/kg). Once sufficient muscle relaxation was achieved, endotracheal intubation was performed. Mechanical 
ventilation was adjusted to maintain PetCO2 between 35–45 mmHg.
Anesthesia was maintained with continuous infusion of propofol (4–10mg/kg/h) and remifentanil (0.1–0.4μg/kg/min), 
supplemented with intermittent sevoflurane inhalation (1.0–2.0%) to keep BIS values between 40 and 60 and vital signs 
within 20% of baseline values. Patients received flurbiprofen axetil (50 mg) and sufentanil (0.1 μg/kg) for postoperative 
pain management, and tropisetron (5 mg) for PONV prophylaxis, 30 minutes prior to the conclusion of surgery. 
Ropivacaine (0.5%, 10 mL) was infiltrated at the abdominal incision site for local analgesia at the conclusion of the 
surgery. All patients were transferred to the PACU with endotracheal tubes, maintaining continued monitoring and 
respiratory support until they met the extubation criteria. Discharge from the PACU occurred after meeting the modified 
Aldrete criteria. Postoperative pain management included intravenous tramadol (50–100 mg) every 6 hours as needed, at 
the discretion of the treating gynecologists.
TEAS Intervention
After patients arrived at PACU and their vital signs stabilized, the TEAS intervention was conducted in the PACU by 
a certified acupuncturist using the SDZ-II acupoint nerve stimulator (Hwato, Suzhou Medical Appliance Factory, China). 
The intervention involved stimulating four pairs of acupoints—LI4 (Hegu), PC6 (Neiguan), ST36 (Zusanli), and SP6 
(Sanyinjiao)—located according to the WHO Standard Acupuncture Point Locations (Figure 1).24 These acupoints were 
strategically selected for their established therapeutic roles in postoperative recovery: LI4 (Hegu) is primarily used for its 
potent analgesic effects;25 PC6 (Neiguan) is a key point for preventing nausea and vomiting,26 ST36 (Zusanli) and SP6 
Therapeutics and Clinical Risk Management 2025:21 
https://doi.org/10.2147/TCRM.S507856 
1177
Zhou et al
Powered by TCPDF (www.tcpdf.org)
Powered by TCPDF (www.tcpdf.org)


=== PDF PAGE 4 ===
(Sanyinjiao) are known to modulate gastrointestinal motility and regulate autonomic function.27,28 A more detailed 
mechanistic discussion of these effects is provided in the Discussion section. The stimulation parameters were set to an 
alternating dense-disperse wave mode at 2/10 Hz, with an intensity of 10–15 mA and a duration of 30 minutes. Prior to 
anesthesia induction, the optimal intensity for each patient was determined by gradually increasing the current until the 
patient experienced a strong but comfortable “De Qi” sensation, a traditional Chinese medicine indicator of effective 
stimulation.29 This intensity was then applied during the TEAS intervention in the PACU."
QOR24-V33-OD-0025,V33-OD-0025,Zhou 2025,5,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Zhou_2025.txt,38b208d76d539a13ff08f8d64b3f562ae95f71a58076aa61464983f48af82af4,170,176,"The primary outcome was the QoR-15 score, assessed at baseline (one day before surgery) and on POD 1, 2, and 3. The 
QoR-15 is a validated, patient-reported questionnaire that evaluates five dimensions of recovery: physical comfort, 
emotional state, physical independence, psychological support, and pain. The total QoR-15 score ranges from 0 to 150, 
with higher scores indicating better overall recovery quality. In this study, QoR-15 scores were compared between groups 
at each time point, and the scores for each dimension were analyzed separately.
Secondary outcomes included: (1) Postoperative pain and analgesic consumption: Pain levels were measured using 
a Visual Analog Scale (VAS) at rest and during exercise (coughing and movement) preoperatively and on POD 1, 2, and "
