result_id,model_id,decision,construct,window,modality,comparator,population,rationale,factor
V33-OD-0128,intraop_remifentanil_TEAS_sham_with_Zheng2025_as_printed,SENSITIVITY,intraop_remifentanil,Intraoperative,TEAS,sham,Outcome-specific analyzed population,Source-uncertainty diagnostic: adds Zheng2025 as printed; unresolved dispersion/P inconsistencies and flatus/stool definition. Not efficacy evidence. Wu2025 pre-intervention dose remains excluded.,1000
V33-OD-0129,intraop_remifentanil_TEAS_sham_with_Zheng2025_as_printed,SENSITIVITY,intraop_remifentanil,Intraoperative,TEAS,sham,Outcome-specific analyzed population,Source-uncertainty diagnostic: adds Zheng2025 as printed; unresolved dispersion/P inconsistencies and flatus/stool definition. Not efficacy evidence. Wu2025 pre-intervention dose remains excluded.,1000
V33-OD-0232,intraop_remifentanil_TEAS_sham_with_Zheng2025_as_printed,SENSITIVITY,intraop_remifentanil,Intraoperative,TEAS,sham,Outcome-specific analyzed population,Source-uncertainty diagnostic: adds Zheng2025 as printed; unresolved dispersion/P inconsistencies and flatus/stool definition. Not efficacy evidence. Wu2025 pre-intervention dose remains excluded.,1000
V33-OD-0061,intraop_remifentanil_TEAS_sham_with_Zheng2025_as_printed,SENSITIVITY,intraop_remifentanil,Intraoperative,TEAS,sham,Outcome-specific analyzed population,Source-uncertainty diagnostic: adds Zheng2025 as printed; unresolved dispersion/P inconsistencies and flatus/stool definition. Not efficacy evidence. Wu2025 pre-intervention dose remains excluded.,1
V33-OD-0078,intraop_remifentanil_Wu2025_preintervention_diagnostic,SENSITIVITY,pre_intervention_intraop_remifentanil,Intraoperative,TEAS,sham,Outcome-specific analyzed population,Wu2025 allocation and treatment start in PACU AFTER intraoperative dose. Negative-control/baseline diagnostic only; cannot estimate treatment efficacy.,1
V33-OD-0008,NONE,EXCLUDE,Quality of recovery,24 h postoperatively,TEAS,Sham,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: 3 post-randomization exclusions; active sensory stimulation vs zero-current control,
V33-OD-0009,NONE,EXCLUDE,Quality of recovery,Postoperative day 1 (~24 h),TEAS,Sham,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Retrospective registration; article has internal intervention-parameter discrepancy,
V33-OD-0010,NONE,HOLD,GI recovery,Postoperative recovery endpoint,TEAS,Usual care,Outcome-specific analyzed population,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: 15/120 excluded after randomization; do not relabel median/IQR as mean/SD",
V33-OD-0011,NONE,EXCLUDE,Opioid consumption,First 24 h postoperatively,TEAS,Sham,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Four-arm RCT; shared sham control must be handled correctly,
V33-OD-0012,NONE,EXCLUDE,Opioid consumption,First 24 h postoperatively,TEAS,Sham,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Four-arm RCT; shared sham control must be handled correctly,
V33-OD-0017,NONE,HOLD,Pain,24 h postoperatively,TEAS,Sham,Outcome-specific analyzed population,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: Exact values are graph-digitized, not numerically tabulated by authors",
V33-OD-0018,NONE,HOLD,Opioid consumption,Exact 0-24 h,TEAS,Sham,Outcome-specific analyzed population,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: PCA followed for 48 h; no extractable cumulative 0-24-h total",
V33-OD-0025,NONE,EXCLUDE,Quality of recovery,POD1,TEAS,Sham,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: 3 post-randomization withdrawals; sensory blinding uncertain because active 10-15 mA/De Qi vs no current,
V33-OD-0026,NONE,HOLD,Pain,POD1,TEAS,Sham,Outcome-specific analyzed population,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: Do not convert median/IQR to mean/SD without prespecified method",
V33-OD-0029,NONE,EXCLUDE,Rescue analgesia,POD1-POD3,TEAS,Sham,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Not a 24-h opioid dose; exact cumulative tramadol dose is not reported,
V33-OD-0030,NONE,HOLD,Opioid consumption,0-24 h,TEAS,Sham,Outcome-specific analyzed population,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: Standard perioperative sufentanil plus PRN tramadol; exact 0-24-h cumulative dose not reported",
V33-OD-0031,NONE,EXCLUDE,Pain,POD1-POD5 average,TEAS,Usual care,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Open-label/no sham; subjective outcome,
V33-OD-0032,NONE,EXCLUDE,Opioid consumption,Postoperative window not clearly defined as 0-24 h,TEAS,Usual care,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Exact postoperative time window is not clearly stated,
V33-OD-0035,NONE,EXCLUDE,Opioid demand,Postoperative; exact pump duration NR,TEAS,Sham,Outcome-specific analyzed population,"Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: PCIA final volume/concentration is NR, so presses cannot be converted to sufentanil mass",
V33-OD-0036,NONE,HOLD,Opioid consumption,0-24 h,TEAS,Sham,Outcome-specific analyzed population,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: Final PCIA volume/concentration and exact cumulative sufentanil mass are not reported",
V33-OD-0037,NONE,HOLD,Pain,24 h postoperatively,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Outcome-specific analyzed population,"Source ambiguity or unavailable required statistic: Unresolved source statistic, denominator or timepoint. Source QC: Printed source values are TAP+TEAS '2 (1.7 ± 2.2)' vs TAP '2 (2.0 ± 3.0)'; format is not defined as mean/SD, median/IQR, or range",
V33-OD-0038,NONE,HOLD,Opioid consumption,0-24 h,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Outcome-specific analyzed population,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: Only programmed PCIA reservoir/basal settings are reported; actual group-specific delivered opioid is NR",
V33-OD-0039,NONE,EXCLUDE,Opioid consumption,POD1; approximately 24 h but exact clock window not explicit,TEAS,Sham,Outcome-specific analyzed population,"Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Endpoint is directly reported as POD1, not explicitly clock-defined 0-24 h; 15/108 excluded after randomization",
V33-OD-0040,NONE,EXCLUDE,Rescue analgesia,POD1 / postoperative period reported in Table 4,TEAS,Sham,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Published RR 0.70 (0.44-1.10) conflicts with raw counts (~0.52) and significant P-value; use raw event counts,
V33-OD-0041,NONE,EXCLUDE,Pain,POD1,TEAS,Sham,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Figure 3D reports 8.9% vs 37.5%; 4/45 and 18/48 are exact denominator reconstructions,
V33-OD-0042,NONE,HOLD,Urinary recovery,Postoperative,TEAS,Sham,Outcome-specific analyzed population,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: 110/1948 randomized participants were excluded from final analysis; abstract gives sham median 7.0 h but Table 2 gives 7.1 h—use table value",
V33-OD-0043,NONE,EXCLUDE,Urinary recovery,Postoperative,TEAS,Sham,Outcome-specific analyzed population,"Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Use analyzed denominators 922 and 916, not randomized denominators",
V33-OD-0044,NONE,EXCLUDE,Urinary recovery,Postoperative,TEAS,Sham,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Use analyzed denominators 922 and 916,
V33-OD-0045,NONE,HOLD,Opioid consumption,Within 48 h,TEAS,Sham,Outcome-specific analyzed population,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: Authors converted opioids using ClinCalc; exact 24-h postoperative dose is not reported",
V33-OD-0046,NONE,HOLD,Opioid consumption,0-24 h,TEAS,Sham,Outcome-specific analyzed population,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: Only a postoperative 48-h opioid-equivalent endpoint is reported",
V33-OD-0047,NONE,EXCLUDE,Recovery,Recovery-room discharge,TEAS,Sham,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Abstract incorrectly states 72 randomized; detailed flowchart/tables show 65 randomized and analyzed,
V33-OD-0048,NONE,EXCLUDE,Intraoperative opioid,Intraoperative,TEAS,Sham,Outcome-specific analyzed population,"Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Weight/time-normalized consumption, not absolute remifentanil dose",
V33-OD-0049,NONE,EXCLUDE,PONV,Postoperative,TEAS,Sham,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: No exact narrower time window reported in the extraction,
V33-OD-0050,NONE,EXCLUDE,PONV,Postoperative,TEAS,Sham,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: No exact narrower time window reported in the extraction,
V33-OD-0051,NONE,HOLD,Opioid consumption,0-24 h,TEAS,Sham,Outcome-specific analyzed population,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: Study reports intraoperative remifentanil rate but no exact postoperative opioid-consumption total",
V33-OD-0057,NONE,EXCLUDE,PONV,Within 48 h,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Patient-reported symptom severity; sensory blinding may be imperfect,
V33-OD-0058,NONE,EXCLUDE,Rescue antiemetic,Within 48 h,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Counts reconstructed exactly from group denominator 31,
V33-OD-0059,NONE,HOLD,Opioid consumption,Postoperative window unclear,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Outcome-specific analyzed population,"Source ambiguity or unavailable required statistic: Unresolved source statistic, denominator or timepoint. Source QC: Exact postoperative interval is not stated; route terminology in Results is internally inconsistent",
V33-OD-0060,NONE,HOLD,Opioid consumption,0-24 h,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Outcome-specific analyzed population,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: Published opioid-equivalent result lacks a fixed time window",
V33-OD-0063,NONE,EXCLUDE,PONV,Postoperative,TEAS,Sham,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Counts reconstructed from n=29 analyzed per arm,
V33-OD-0065,NONE,EXCLUDE,Opioid demand,48-h / 2-day PCIA period,TEAS,Sham,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Press attempts may not equal successful delivered boluses; do not multiply by 1 µg,
V33-OD-0066,NONE,HOLD,Opioid consumption,0-24 h,TEAS,Sham,Outcome-specific analyzed population,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: PCIA wording is internally contradictory and only press counts are reported",
V33-OD-0067,NONE,HOLD,Opioid consumption,Study PCA period; exact fixed window unclear,EA,Sham,Outcome-specific analyzed population,"Source ambiguity or unavailable required statistic: Unresolved source statistic, denominator or timepoint. Source QC: Infusion described through POD3; Discussion mentions lower use through 48 h; Table 2 does not define fixed window",
V33-OD-0068,NONE,HOLD,Opioid consumption,Study PCA period; exact fixed window unclear,EA,CONTROL_TYPE_REVIEW_REQUIRED,Outcome-specific analyzed population,"Source ambiguity or unavailable required statistic: Unresolved source statistic, denominator or timepoint. Source QC: Three-arm shared-intervention structure; exact fixed observation window not established",
V33-OD-0069,NONE,EXCLUDE,Opioid demand,Study PCA period,EA,Sham,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Demand count should not be converted into delivered sufentanil without confirmation,
V33-OD-0070,NONE,HOLD,Opioid consumption,0-24 h,EA,Sham,Outcome-specific analyzed population,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: Directly reported total cannot be assigned to a fixed 24-h window",
V33-OD-0073,NONE,EXCLUDE,Intraoperative opioid,Intraoperative,TEAS,Sham,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Preserve source units as reported,
V33-OD-0074,NONE,HOLD,Opioid consumption,0-24 h,TEAS,Sham,Outcome-specific analyzed population,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: Standard end-of-surgery tramadol/fentanyl are reported, but no randomized group-specific 0-24-h opioid total is provided",
V33-OD-0076,NONE,EXCLUDE,Pain,Within 12 h,TEAS,Sham,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Very large subjective effect; interpret with incomplete sensory blinding,
V33-OD-0077,NONE,EXCLUDE,Intraoperative opioid,Intraoperative,TEAS,Sham,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: No intraoperative opioid-sparing effect,
V33-OD-0079,NONE,HOLD,Opioid consumption,0-24 h,TEAS,Sham,Outcome-specific analyzed population,Source ambiguity or unavailable required statistic: Nonstandard or incomplete statistic; no inferred quantities. Source QC: Oxycodone/acetaminophen rescue strength is not reported; rescue regimen is mixed opioid/non-opioid,
V33-OD-0080,NONE,HOLD,Sleep quality,POD1,TEAS,Sham,Outcome-specific analyzed population,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: Exact POD1 means/SDs are figure-only; do not use fabricated exact AIS/PSQI values",
V33-OD-0081,NONE,EXCLUDE,Rescue analgesia,0-72 h,TEAS,Sham,Outcome-specific analyzed population,"Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Rescue drug, dose, route and opioid/non-opioid identity are not specified in the main article",
V33-OD-0083,NONE,HOLD,Pain,24 h,TEAS,Sham,Outcome-specific analyzed population,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: Exact 24-h activity VAS values are only shown graphically; stored derivative exact values were fabricated",
V33-OD-0084,NONE,HOLD,Opioid consumption,0-24 h,TEAS,Sham,Outcome-specific analyzed population,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: Only rescue-dose counts are reported and the rescue drug is not identified",
V33-OD-0085,NONE,EXCLUDE,PONV,6-12 h,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Do not pool across SNVP/MNVP as if strata were randomized; 2 ODT patients excluded after randomization due postoperative fever,
V33-OD-0086,NONE,EXCLUDE,PONV,12-24 h,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Two post-randomization ODT exclusions; marked surgical-procedure imbalance (radical mastectomy + axillary dissection 36.4% vs 71.4%),
V33-OD-0087,NONE,EXCLUDE,PONV,0-36 h,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: No significant overall treatment effect despite time-specific benefits,
V33-OD-0088,NONE,EXCLUDE,PONV,0-2 h,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Keep separate from SNVP; MNVP-ODT had more segmental mastectomy + axillary dissection (20.0% vs 2.9%),
V33-OD-0089,NONE,EXCLUDE,PONV,2-6 h,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Keep separate from SNVP risk stratum,
V33-OD-0090,NONE,EXCLUDE,PONV,0-36 h,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: No significant overall treatment effect despite early time-specific benefit,
V33-OD-0091,NONE,EXCLUDE,Intraoperative opioid,Intraoperative,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: No intraoperative opioid-sparing effect,
V33-OD-0092,NONE,EXCLUDE,Intraoperative opioid,Intraoperative,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: No intraoperative opioid-sparing effect,
V33-OD-0093,NONE,HOLD,Opioid consumption,0-24 h,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Outcome-specific analyzed population,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: Postoperative rescue analgesia was non-opioid flurbiprofen; no postoperative opioid-consumption endpoint",
V33-OD-0094,NONE,EXCLUDE,PONV,2-6 h,TEAS,Sham,Outcome-specific analyzed population,"Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Five post-randomization exclusions include one sham participant excluded specifically for vomiting caused by intracranial hypertension | V34: Table 3/abstract P=0.047; Results prose P=0.47; retain table P, preserve both.",
V33-OD-0095,NONE,EXCLUDE,PONV,6-24 h,TEAS,Sham,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Same post-randomization exclusion concern,
V33-OD-0096,NONE,HOLD,Pain,6-24 h,TEAS,Sham,Outcome-specific analyzed population,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: Subjective outcome; sensory difference between active de qi and no-current sham may affect participant masking",
V33-OD-0097,NONE,EXCLUDE,Rescue opioid use,6–24 h,TEAS,Sham,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Tramadol was 10 mg IM for VAS >6; number of doses/cumulative tramadol per patient is not reported,
V33-OD-0098,NONE,HOLD,Opioid consumption,0-24 h,TEAS,Sham,Outcome-specific analyzed population,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: Only number of patients receiving rescue tramadol is reported; cumulative dose is unavailable",
V33-OD-0099,NONE,HOLD,Pain,24 h,TEAS,Sham,Outcome-specific analyzed population,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: Four-arm timing trial; sham received 5 min perceptible low-current stimulation, not electrically inert",
V33-OD-0100,NONE,HOLD,Pain,24 h,TEAS,Sham,Outcome-specific analyzed population,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: Four-arm timing trial; sham received 5 min perceptible low-current stimulation, not electrically inert",
V33-OD-0101,NONE,HOLD,Pain,24 h,TEAS,Sham,Outcome-specific analyzed population,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: Four-arm timing trial; sham received 5 min perceptible low-current stimulation, not electrically inert",
V33-OD-0102,NONE,EXCLUDE,Rescue analgesia,Within 48 h,TEAS,Sham,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Do not convert printed percentages to exact event counts without confirmation,
V33-OD-0103,NONE,EXCLUDE,Rescue analgesia,Within 48 h,TEAS,Sham,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Do not convert printed percentages to exact event counts without confirmation,
V33-OD-0104,NONE,EXCLUDE,Rescue analgesia,Within 48 h,TEAS,Sham,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Do not convert printed percentages to exact event counts without confirmation,
V33-OD-0105,NONE,EXCLUDE,Intraoperative opioid,Intraoperative,TEAS,Sham,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Values ~1.5-1.6 mg/kg across all four groups; study-specific conversion of sufentanil/remifentanil | V34: Historical aggregate placeholder superseded for active analysis by three audit arm-specific converted-metric rows; no double counting. Author-defined intraoperative metric is not review postoperative MME.,
V33-OD-0106,NONE,HOLD,Opioid consumption,0-24 h,TEAS,Sham,Outcome-specific analyzed population,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: Postoperative rescue analgesia was flurbiprofen axetil (NSAID), not an opioid",
V33-OD-0109,NONE,HOLD,Opioid consumption,6-12 h,EA,Sham,Outcome-specific analyzed population,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: Source reports median (IQR) as 0.03 (0.05) vs 0.10 (0.11); IQR is reported as a single width rather than Q1/Q3",
V33-OD-0110,NONE,EXCLUDE,Intraoperative opioid,Intraoperative,EA,Sham,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: No significant placebo-controlled intraoperative opioid-sparing effect,
V33-OD-0111,NONE,EXCLUDE,Opioid consumption,Perioperative / first 24 h most consistent with protocol; table does not restate window,EA,Sham,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Includes scheduled/background tramadol and likely rescue tramadol; rescue morphine quantity not reported,
V33-OD-0113,NONE,HOLD,Rescue opioid use,First 24 h,EA,Sham,Outcome-specific analyzed population,Source ambiguity or unavailable required statistic: Nonstandard or incomplete statistic; no inferred quantities. Source QC: Main article reports significantly less total rescue analgesia but does not tabulate exact rescue tramadol/morphine quantities,
V33-OD-0114,NONE,HOLD,Opioid consumption,0-24 h,EA,Sham,Outcome-specific analyzed population,Source ambiguity or unavailable required statistic: Nonstandard or incomplete statistic; no inferred quantities. Source QC: Do not equate lower rescue use with significantly lower total opioid exposure,
V33-OD-0119,NONE,EXCLUDE,Opioid demand,Postoperative; exact window NR,EA,Sham,Outcome-specific analyzed population,"Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Methods say 1 mg/kg q4h PRN, tables say 50-mg injections; exact observation window and route not clearly defined",
V33-OD-0120,NONE,HOLD,Opioid consumption,0-24 h,EA,Sham,Outcome-specific analyzed population,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: Do not multiply injection counts by 50 mg and call it a 24-h dose; source time window/dosing statement is ambiguous",
V33-OD-0121,NONE,HOLD,Pain,24 h,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Outcome-specific analyzed population,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: Partially randomized trial: only T vs S is randomized. Exact 24-h means/SDs are graph-only and must not be inferred from Antigravity candidate values",
V33-OD-0122,NONE,HOLD,Sleep quality,POD1,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Outcome-specific analyzed population,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: Exact postoperative AIS means/SDs are graph-only; Group C is non-randomized and must not be used as a randomized comparator",
V33-OD-0123,NONE,EXCLUDE,PONV,24 h,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Overall P-value includes non-randomized Group C; do not treat it as the randomized pairwise P-value,
V33-OD-0124,NONE,EXCLUDE,PONV,24 h,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Overall P-value includes non-randomized Group C,
V33-OD-0125,NONE,HOLD,Opioid consumption,0-24 h,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Outcome-specific analyzed population,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: Routine postoperative analgesia was non-opioid flurbiprofen; whether any postoperative opioid was given is not reported",
V33-OD-0126,NONE,EXCLUDE,Chronic pain,6 months,TEAS,Sham,Outcome-specific analyzed population,"Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Printed RR/P-values conflict across abstract, Results and Table 2; raw counts 42/190 vs 65/188 are the stable source facts",
V33-OD-0127,NONE,EXCLUDE,Chronic pain,6 months,TEAS,Sham,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Table 2 gives 72/198; Results prose gives 79/196. Preserve Table 2 here and flag conflict rather than silently reconcile,
V33-OD-0132,NONE,HOLD,Opioid consumption,0-24 h,TEAS,Sham,Outcome-specific analyzed population,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: PCA opioid is sufentanil but prescription and cumulative 24-h consumption are not reported",
V33-OD-0133,NONE,EXCLUDE,Recovery,Postoperative,TEAS,Sham,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Six randomized patients were excluded because they did not receive allocated intervention; open conversion is plausibly related to discharge time,
V33-OD-0136,NONE,HOLD,Opioid demand,24 h,TEAS,Sham,Outcome-specific analyzed population,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: PCA drug, bolus dose, concentration, basal infusion and lockout are not reported",
V33-OD-0137,NONE,HOLD,Opioid demand,24 h,TEAS,Sham,Outcome-specific analyzed population,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: Do not convert successful deliveries into opioid dose because the PCA prescription is absent",
V33-OD-0138,NONE,HOLD,Opioid consumption,0-24 h,TEAS,Sham,Outcome-specific analyzed population,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: The main article never identifies the PCA drug or dose",
V33-OD-0141,NONE,EXCLUDE,PONV,0-48 h,TEAS,Sham,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Abstract percentage differs slightly from table-derived 112/138; use raw counts,
V33-OD-0143,NONE,EXCLUDE,Perioperative opioid,Perioperative,TEAS,Sham,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Source labels approximately 15-16 as 'sufentanil equivalents (mg)' without explaining conversion; preserve verbatim,
V33-OD-0144,NONE,HOLD,Opioid consumption,0-24 h,TEAS,Sham,Outcome-specific analyzed population,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: Postoperative IV oxycodone is described, but schedule and group-specific cumulative 24-h consumption are not reported",
V33-OD-0145,NONE,HOLD,Neurocognitive,POD1,UNCLEAR,Sham,Outcome-specific analyzed population,Physical modality unresolved: needle OR patch in source. Source QC: Published percentages do not reconcile with final analyzed n=27 active/26 control; do not back-calculate denominators | V34: PND denominator conflict: study-level n=27/26 differs from percentages implying 28/25. No denominator reconstruction; HOLD.,
V33-OD-0146,NONE,HOLD,Neurocognitive,POD3,UNCLEAR,Sham,Outcome-specific analyzed population,Physical modality unresolved: needle OR patch in source. Source QC: Published percentages do not reconcile with reported analyzed denominators | V34: PND denominator conflict: study-level n=27/26 differs from percentages implying 28/25. No denominator reconstruction; HOLD.,
V33-OD-0147,NONE,HOLD,Pain,24 h,UNCLEAR,Sham,Outcome-specific analyzed population,Physical modality unresolved: needle OR patch in source. Source QC: Abstract/Results prose gives active 2.65 ± 0.94; Table 7/Figure 9 gives 2.78 ± 0.97. Master uses the directly tabulated Table 7 value and retains discrepancy | V34: Long Table 7 EA 24-h VAS 2.78±0.97; abstract 2.65±0.94. Table values retained; quantitative HOLD pending adjudication.,
