assessment_id,result_id,study,question_id,short_question,answer,justification,domain_judgment
QOR24-QOR24-WU2025,QOR24-WU2025,Wu 2025,2.1,Participant aware?,PY,"Same anesthesia/block and stated rescue policy. Practitioner awareness does not itself establish a deviation, and no trial-context departures are documented. The report claims assignment-based ITT; unexplained missing-data handling is evaluated in D3.",Low
QOR24-QOR24-WU2025,QOR24-WU2025,Wu 2025,2.2,Care personnel aware?,PY,"Same anesthesia/block and stated rescue policy. Practitioner awareness does not itself establish a deviation, and no trial-context departures are documented. The report claims assignment-based ITT; unexplained missing-data handling is evaluated in D3.",Low
QOR24-QOR24-WU2025,QOR24-WU2025,Wu 2025,2.3,Trial-context deviations?,PN,"Same anesthesia/block and stated rescue policy. Practitioner awareness does not itself establish a deviation, and no trial-context departures are documented. The report claims assignment-based ITT; unexplained missing-data handling is evaluated in D3.",Low
QOR24-QOR24-WU2025,QOR24-WU2025,Wu 2025,2.4,Deviations affect outcome?,NA,"Same anesthesia/block and stated rescue policy. Practitioner awareness does not itself establish a deviation, and no trial-context departures are documented. The report claims assignment-based ITT; unexplained missing-data handling is evaluated in D3.",Low
QOR24-QOR24-WU2025,QOR24-WU2025,Wu 2025,2.5,Deviations balanced?,NA,"Same anesthesia/block and stated rescue policy. Practitioner awareness does not itself establish a deviation, and no trial-context departures are documented. The report claims assignment-based ITT; unexplained missing-data handling is evaluated in D3.",Low
QOR24-QOR24-WU2025,QOR24-WU2025,Wu 2025,2.6,Assignment-effect analysis appropriate?,PY,"Same anesthesia/block and stated rescue policy. Practitioner awareness does not itself establish a deviation, and no trial-context departures are documented. The report claims assignment-based ITT; unexplained missing-data handling is evaluated in D3.",Low
QOR24-QOR24-WU2025,QOR24-WU2025,Wu 2025,2.7,Analysis departure materially consequential?,NA,"Same anesthesia/block and stated rescue policy. Practitioner awareness does not itself establish a deviation, and no trial-context departures are documented. The report claims assignment-based ITT; unexplained missing-data handling is evaluated in D3.",Low
QOR24-QOR24-WU2025,QOR24-WU2025,Wu 2025,3.1,All or nearly all outcome data?,PN,"PDF p4 flowchart: 50/50 randomized, 48/49 completed, 50/50 included in ITT. Three early-discharge patients lack 24-hour contact; handling/imputation is not explained. Recovery-dependent missingness is plausible, but likely direction/materiality cannot be established. N=100 is reported analysis N, not 100 observed scores.",Some concerns
QOR24-QOR24-WU2025,QOR24-WU2025,Wu 2025,3.2,Evidence missingness does not bias result?,NI,"PDF p4 flowchart: 50/50 randomized, 48/49 completed, 50/50 included in ITT. Three early-discharge patients lack 24-hour contact; handling/imputation is not explained. Recovery-dependent missingness is plausible, but likely direction/materiality cannot be established. N=100 is reported analysis N, not 100 observed scores.",Some concerns
QOR24-QOR24-WU2025,QOR24-WU2025,Wu 2025,3.3,Missingness could depend on outcome?,Y,"PDF p4 flowchart: 50/50 randomized, 48/49 completed, 50/50 included in ITT. Three early-discharge patients lack 24-hour contact; handling/imputation is not explained. Recovery-dependent missingness is plausible, but likely direction/materiality cannot be established. N=100 is reported analysis N, not 100 observed scores.",Some concerns
QOR24-QOR24-WU2025,QOR24-WU2025,Wu 2025,3.4,Such dependence likely?,NI,"PDF p4 flowchart: 50/50 randomized, 48/49 completed, 50/50 included in ITT. Three early-discharge patients lack 24-hour contact; handling/imputation is not explained. Recovery-dependent missingness is plausible, but likely direction/materiality cannot be established. N=100 is reported analysis N, not 100 observed scores.",Some concerns
QOR24-QOR24-WU2025,QOR24-WU2025,Wu 2025,4.1,Measurement method inappropriate?,N,"PACU residual anesthesia may protect masking, but the authors acknowledge sensory differences as patients awaken. Self-reported 24-hour QoR could be influenced; no demonstrated masking success. This differs from the pre-intervention opioid assessment.",Some concerns
QOR24-QOR24-WU2025,QOR24-WU2025,Wu 2025,4.2,Measurement differs between arms?,PN,"PACU residual anesthesia may protect masking, but the authors acknowledge sensory differences as patients awaken. Self-reported 24-hour QoR could be influenced; no demonstrated masking success. This differs from the pre-intervention opioid assessment.",Some concerns
QOR24-QOR24-WU2025,QOR24-WU2025,Wu 2025,4.3,Outcome assessor aware?,PY,"PACU residual anesthesia may protect masking, but the authors acknowledge sensory differences as patients awaken. Self-reported 24-hour QoR could be influenced; no demonstrated masking success. This differs from the pre-intervention opioid assessment.",Some concerns
QOR24-QOR24-WU2025,QOR24-WU2025,Wu 2025,4.4,Awareness could influence measurement?,Y,"PACU residual anesthesia may protect masking, but the authors acknowledge sensory differences as patients awaken. Self-reported 24-hour QoR could be influenced; no demonstrated masking success. This differs from the pre-intervention opioid assessment.",Some concerns
QOR24-QOR24-WU2025,QOR24-WU2025,Wu 2025,4.5,Influence likely?,NI,"PACU residual anesthesia may protect masking, but the authors acknowledge sensory differences as patients awaken. Self-reported 24-hour QoR could be influenced; no demonstrated masking success. This differs from the pre-intervention opioid assessment.",Some concerns
QOR24-QOR24-WU2025,QOR24-WU2025,Wu 2025,5.1,Prospective analysis plan verified?,NI,24-hour QoR-15 is a named secondary outcome; no independently verified prospective exact-result analysis plan. No direct evidence that the reported total was selected from multiple results.,Some concerns
QOR24-QOR24-WU2025,QOR24-WU2025,Wu 2025,5.2,Result selected from multiple measurements?,PN,24-hour QoR-15 is a named secondary outcome; no independently verified prospective exact-result analysis plan. No direct evidence that the reported total was selected from multiple results.,Some concerns
QOR24-QOR24-WU2025,QOR24-WU2025,Wu 2025,5.3,Result selected from multiple analyses?,PN,24-hour QoR-15 is a named secondary outcome; no independently verified prospective exact-result analysis plan. No direct evidence that the reported total was selected from multiple results.,Some concerns
QOR24-QOR24-XING2022,QOR24-XING2022,Xing 2022,1.1,Random sequence?,Y,"Computer sequence and sealed code delivered to an independent nurse. Printed 1:1:1:1 ratio conflicts with the three-arm trial but is treated as a reporting error, not proof of nonrandom allocation.",Low
QOR24-QOR24-XING2022,QOR24-XING2022,Xing 2022,1.2,Concealed allocation?,PY,"Computer sequence and sealed code delivered to an independent nurse. Printed 1:1:1:1 ratio conflicts with the three-arm trial but is treated as a reporting error, not proof of nonrandom allocation.",Low
QOR24-QOR24-XING2022,QOR24-XING2022,Xing 2022,1.3,Baseline pattern suggests randomization failure?,PN,"Computer sequence and sealed code delivered to an independent nurse. Printed 1:1:1:1 ratio conflicts with the three-arm trial but is treated as a reporting error, not proof of nonrandom allocation.",Low
QOR24-QOR24-XING2022,QOR24-XING2022,Xing 2022,2.1,Participant aware?,PY,NTG versus NG preserves TAP block in both arms; G is not used. Masked clinical team and no documented departures affecting assignment effect.,Low
QOR24-QOR24-XING2022,QOR24-XING2022,Xing 2022,2.2,Care personnel aware?,PN,NTG versus NG preserves TAP block in both arms; G is not used. Masked clinical team and no documented departures affecting assignment effect.,Low
QOR24-QOR24-XING2022,QOR24-XING2022,Xing 2022,2.3,Trial-context deviations?,PN,NTG versus NG preserves TAP block in both arms; G is not used. Masked clinical team and no documented departures affecting assignment effect.,Low
QOR24-QOR24-XING2022,QOR24-XING2022,Xing 2022,2.4,Deviations affect outcome?,NA,NTG versus NG preserves TAP block in both arms; G is not used. Masked clinical team and no documented departures affecting assignment effect.,Low
QOR24-QOR24-XING2022,QOR24-XING2022,Xing 2022,2.5,Deviations balanced?,NA,NTG versus NG preserves TAP block in both arms; G is not used. Masked clinical team and no documented departures affecting assignment effect.,Low
QOR24-QOR24-XING2022,QOR24-XING2022,Xing 2022,2.6,Assignment-effect analysis appropriate?,PY,NTG versus NG preserves TAP block in both arms; G is not used. Masked clinical team and no documented departures affecting assignment effect.,Low
QOR24-QOR24-XING2022,QOR24-XING2022,Xing 2022,2.7,Analysis departure materially consequential?,NA,NTG versus NG preserves TAP block in both arms; G is not used. Masked clinical team and no documented departures affecting assignment effect.,Low
QOR24-QOR24-XING2022,QOR24-XING2022,Xing 2022,3.1,All or nearly all outcome data?,PN,29/30 per relevant arm analyzed after one loss to follow-up each. Exact reasons and outcome availability at POD1 versus later follow-up are unspecified; possible outcome-related missingness cannot be excluded.,Some concerns
QOR24-QOR24-XING2022,QOR24-XING2022,Xing 2022,3.2,Evidence missingness does not bias result?,NI,29/30 per relevant arm analyzed after one loss to follow-up each. Exact reasons and outcome availability at POD1 versus later follow-up are unspecified; possible outcome-related missingness cannot be excluded.,Some concerns
QOR24-QOR24-XING2022,QOR24-XING2022,Xing 2022,3.3,Missingness could depend on outcome?,PY,29/30 per relevant arm analyzed after one loss to follow-up each. Exact reasons and outcome availability at POD1 versus later follow-up are unspecified; possible outcome-related missingness cannot be excluded.,Some concerns
QOR24-QOR24-XING2022,QOR24-XING2022,Xing 2022,3.4,Such dependence likely?,NI,29/30 per relevant arm analyzed after one loss to follow-up each. Exact reasons and outcome availability at POD1 versus later follow-up are unspecified; possible outcome-related missingness cannot be excluded.,Some concerns
QOR24-QOR24-XING2022,QOR24-XING2022,Xing 2022,4.1,Measurement method inappropriate?,N,"Self-reported QoR. Authors explicitly acknowledge possible unblinding because TEAS began before anesthesia; hiding the stimulator and masking data collectors do not establish patient masking. Influence is possible, not established as likely.",Some concerns
QOR24-QOR24-XING2022,QOR24-XING2022,Xing 2022,4.2,Measurement differs between arms?,PN,"Self-reported QoR. Authors explicitly acknowledge possible unblinding because TEAS began before anesthesia; hiding the stimulator and masking data collectors do not establish patient masking. Influence is possible, not established as likely.",Some concerns
QOR24-QOR24-XING2022,QOR24-XING2022,Xing 2022,4.3,Outcome assessor aware?,PY,"Self-reported QoR. Authors explicitly acknowledge possible unblinding because TEAS began before anesthesia; hiding the stimulator and masking data collectors do not establish patient masking. Influence is possible, not established as likely.",Some concerns
QOR24-QOR24-XING2022,QOR24-XING2022,Xing 2022,4.4,Awareness could influence measurement?,Y,"Self-reported QoR. Authors explicitly acknowledge possible unblinding because TEAS began before anesthesia; hiding the stimulator and masking data collectors do not establish patient masking. Influence is possible, not established as likely.",Some concerns
QOR24-QOR24-XING2022,QOR24-XING2022,Xing 2022,4.5,Influence likely?,NI,"Self-reported QoR. Authors explicitly acknowledge possible unblinding because TEAS began before anesthesia; hiding the stimulator and masking data collectors do not establish patient masking. Influence is possible, not established as likely.",Some concerns
QOR24-QOR24-XING2022,QOR24-XING2022,Xing 2022,5.1,Prospective analysis plan verified?,NI,"Published primary QoR at POD1/3/7, without independent verification of a prospective exact-result analysis plan. This review fixes POD1 rather than selecting the largest later contrast.",Some concerns
QOR24-QOR24-XING2022,QOR24-XING2022,Xing 2022,5.2,Result selected from multiple measurements?,PN,"Published primary QoR at POD1/3/7, without independent verification of a prospective exact-result analysis plan. This review fixes POD1 rather than selecting the largest later contrast.",Some concerns
QOR24-QOR24-XING2022,QOR24-XING2022,Xing 2022,5.3,Result selected from multiple analyses?,PN,"Published primary QoR at POD1/3/7, without independent verification of a prospective exact-result analysis plan. This review fixes POD1 rather than selecting the largest later contrast.",Some concerns
QOR24-V33-OD-0025,V33-OD-0025,Zhou 2025,1.1,Random sequence?,Y,"Computer sequence, sequential opaque sealed envelopes and an independent assistant uninvolved in recruitment/outcomes.",Low
QOR24-V33-OD-0025,V33-OD-0025,Zhou 2025,1.2,Concealed allocation?,Y,"Computer sequence, sequential opaque sealed envelopes and an independent assistant uninvolved in recruitment/outcomes.",Low
QOR24-V33-OD-0025,V33-OD-0025,Zhou 2025,1.3,Baseline pattern suggests randomization failure?,PN,"Computer sequence, sequential opaque sealed envelopes and an independent assistant uninvolved in recruitment/outcomes.",Low
QOR24-V33-OD-0025,V33-OD-0025,Zhou 2025,2.1,Participant aware?,PY,"Scripted neutral interaction, common anesthesia/analgesia, no documented trial-context departures. 97/100 assigned participants analyzed; no substantial assignment-analysis error established.",Low
QOR24-V33-OD-0025,V33-OD-0025,Zhou 2025,2.2,Care personnel aware?,PY,"Scripted neutral interaction, common anesthesia/analgesia, no documented trial-context departures. 97/100 assigned participants analyzed; no substantial assignment-analysis error established.",Low
QOR24-V33-OD-0025,V33-OD-0025,Zhou 2025,2.3,Trial-context deviations?,PN,"Scripted neutral interaction, common anesthesia/analgesia, no documented trial-context departures. 97/100 assigned participants analyzed; no substantial assignment-analysis error established.",Low
QOR24-V33-OD-0025,V33-OD-0025,Zhou 2025,2.4,Deviations affect outcome?,NA,"Scripted neutral interaction, common anesthesia/analgesia, no documented trial-context departures. 97/100 assigned participants analyzed; no substantial assignment-analysis error established.",Low
QOR24-V33-OD-0025,V33-OD-0025,Zhou 2025,2.5,Deviations balanced?,NA,"Scripted neutral interaction, common anesthesia/analgesia, no documented trial-context departures. 97/100 assigned participants analyzed; no substantial assignment-analysis error established.",Low
QOR24-V33-OD-0025,V33-OD-0025,Zhou 2025,2.6,Assignment-effect analysis appropriate?,PY,"Scripted neutral interaction, common anesthesia/analgesia, no documented trial-context departures. 97/100 assigned participants analyzed; no substantial assignment-analysis error established.",Low
QOR24-V33-OD-0025,V33-OD-0025,Zhou 2025,2.7,Analysis departure materially consequential?,NA,"Scripted neutral interaction, common anesthesia/analgesia, no documented trial-context departures. 97/100 assigned participants analyzed; no substantial assignment-analysis error established.",Low
QOR24-V33-OD-0025,V33-OD-0025,Zhou 2025,3.1,All or nearly all outcome data?,PY,Two TEAS and one sham withdrawals (48/50 and 49/50 assessed). Nearly all data and no documented recovery-related pattern. No imputation is claimed.,Low
QOR24-V33-OD-0025,V33-OD-0025,Zhou 2025,3.2,Evidence missingness does not bias result?,NA,Two TEAS and one sham withdrawals (48/50 and 49/50 assessed). Nearly all data and no documented recovery-related pattern. No imputation is claimed.,Low
QOR24-V33-OD-0025,V33-OD-0025,Zhou 2025,3.3,Missingness could depend on outcome?,NA,Two TEAS and one sham withdrawals (48/50 and 49/50 assessed). Nearly all data and no documented recovery-related pattern. No imputation is claimed.,Low
QOR24-V33-OD-0025,V33-OD-0025,Zhou 2025,3.4,Such dependence likely?,NA,Two TEAS and one sham withdrawals (48/50 and 49/50 assessed). Nearly all data and no documented recovery-related pattern. No imputation is claimed.,Low
QOR24-V33-OD-0025,V33-OD-0025,Zhou 2025,4.1,Measurement method inappropriate?,N,Self-reported QoR after PACU active current versus no current. Scripted interaction supports masking but preoperative current calibration and sensory differences could reveal assignment; influence on reporting remains uncertain.,Some concerns
QOR24-V33-OD-0025,V33-OD-0025,Zhou 2025,4.2,Measurement differs between arms?,PN,Self-reported QoR after PACU active current versus no current. Scripted interaction supports masking but preoperative current calibration and sensory differences could reveal assignment; influence on reporting remains uncertain.,Some concerns
QOR24-V33-OD-0025,V33-OD-0025,Zhou 2025,4.3,Outcome assessor aware?,PY,Self-reported QoR after PACU active current versus no current. Scripted interaction supports masking but preoperative current calibration and sensory differences could reveal assignment; influence on reporting remains uncertain.,Some concerns
QOR24-V33-OD-0025,V33-OD-0025,Zhou 2025,4.4,Awareness could influence measurement?,Y,Self-reported QoR after PACU active current versus no current. Scripted interaction supports masking but preoperative current calibration and sensory differences could reveal assignment; influence on reporting remains uncertain.,Some concerns
QOR24-V33-OD-0025,V33-OD-0025,Zhou 2025,4.5,Influence likely?,NI,Self-reported QoR after PACU active current versus no current. Scripted interaction supports masking but preoperative current calibration and sensory differences could reveal assignment; influence on reporting remains uncertain.,Some concerns
QOR24-V33-OD-0025,V33-OD-0025,Zhou 2025,5.1,Prospective analysis plan verified?,NI,"POD1 global QoR is the sample-size target and all three days are reported, but prospective exact-result analysis specification is unverified. The contradictory POD3 P value is a separate held timepoint, not a reason to replace the POD1 data.",Some concerns
QOR24-V33-OD-0025,V33-OD-0025,Zhou 2025,5.2,Result selected from multiple measurements?,PN,"POD1 global QoR is the sample-size target and all three days are reported, but prospective exact-result analysis specification is unverified. The contradictory POD3 P value is a separate held timepoint, not a reason to replace the POD1 data.",Some concerns
QOR24-V33-OD-0025,V33-OD-0025,Zhou 2025,5.3,Result selected from multiple analyses?,PN,"POD1 global QoR is the sample-size target and all three days are reported, but prospective exact-result analysis specification is unverified. The contradictory POD3 P value is a separate held timepoint, not a reason to replace the POD1 data.",Some concerns
