record_id,comparison_id,study,endpoint_family,outcome,window,time_class,statistic_type,modality,comparator_type,intervention,comparator,unit,n_i,n_c,mean_i,sd_i,mean_c,sd_c,events_i,events_c,eligibility,reason,rob2,analysis_population,source,source_location,selected_model,effect,se,measure,effect_note,scale_factor,hedges_g,hedges_se
V33-OD-0275,GAO22_TEAS_vs_SHAM_PAIN24,Gao 2022,Pain — unspecified context,24 h postoperative pain VAS score,0-24 h / 24 h assessment,0-24h / 24h assessment,Mean/SD,TEAS,Sham,"Postoperative TEAS at bilateral P6/ST36 (2/10 Hz, 30 min ×2)",No-current sham with identical electrode/device setup,VAS 0-10,827,828,2,1.7,2.2,1.8,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1_DV8ZFHIZwC_SnRMP3IokKfeEs6QzD0S/view?usp=drivesdk,Table 3 / 24 h pain VAS,,-0.2,0.086067,MD,Native MD; no pooled interpretation without compatible model.,1,-0.114185,0.049202
V33-OD-0290,LIU15_TEAS_vs_SHAM_PAINPOD1,Liu 2015,Pain — unspecified context,Postoperative VAS pain score,Postoperative day 1,postoperative day 1,Graph-only continuous data,TEAS,Sham,Multipoint intraoperative TEAS (2/100 Hz; 30 min pre-induction through end of surgery),No-current sham TEAS with identical electrode placement/device setup,VAS 0-10,44,44,,,,,,,GRAPH ONLY,No new graph digitization; historical digitized data require their original validation before pooling.,ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1R0ueeZhpBPbKOmqRfRyFTsqp7qq7ftqp/view?usp=drivesdk,Figure 2 / Postoperative day 1,,,,,,1,,
V33-OD-0291,LIU15_TEAS_vs_SHAM_PAINPOD2,Liu 2015,Pain — unspecified context,Postoperative VAS pain score,Postoperative day 2,postoperative day 2,Graph-only continuous data,TEAS,Sham,Multipoint intraoperative TEAS (2/100 Hz; 30 min pre-induction through end of surgery),No-current sham TEAS with identical electrode placement/device setup,VAS 0-10,44,44,,,,,,,GRAPH ONLY,No new graph digitization; historical digitized data require their original validation before pooling.,ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1R0ueeZhpBPbKOmqRfRyFTsqp7qq7ftqp/view?usp=drivesdk,Figure 2 / Postoperative day 2,,,,,,1,,
V33-OD-0292,LIU15_TEAS_vs_SHAM_PAINPOD3,Liu 2015,Pain — unspecified context,Postoperative VAS pain score,Postoperative day 3,postoperative day 3,Graph-only continuous data,TEAS,Sham,Multipoint intraoperative TEAS (2/100 Hz; 30 min pre-induction through end of surgery),No-current sham TEAS with identical electrode placement/device setup,VAS 0-10,44,44,,,,,,,GRAPH ONLY,No new graph digitization; historical digitized data require their original validation before pooling.,ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1R0ueeZhpBPbKOmqRfRyFTsqp7qq7ftqp/view?usp=drivesdk,Figure 2 / Postoperative day 3,,,,,,1,,
V33-OD-0311,OZT19_TAES_vs_CTRL_PAIN2H,Oztas 2019,Pain — rest,Resting postoperative pain after stimulation,2 h after surgery / after intervention,2h after surgery / after intervention,Mean/SD,MODALITY_REVIEW_REQUIRED,Usual care,"Postoperative TAES at ST25, P6, ST36 and LI4 (2–100 Hz; max 12 mA; 30 min ×6)",No electrical-stimulation intervention + standard PCA analgesia,VAS (methods state 1–10; tables include 0),15,16,3.67,1.44,6.38,2.09,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1Zb2RyfK6pYLEOMyE6TOLMt9I0nxZYoYe/view?usp=drivesdk,Table 3 / after-implementation pain at 2 h,,-2.71,0.641285,MD,Native MD; no pooled interpretation without compatible model.,1,-1.461683,0.404508
V33-OD-0312,OZT19_TAES_vs_TENS_PAIN2H,Oztas 2019,Pain — rest,Resting postoperative pain after stimulation,2 h after surgery / after intervention,2h after surgery / after intervention,Mean/SD,MODALITY_REVIEW_REQUIRED,CONTROL_TYPE_REVIEW_REQUIRED,"Postoperative TAES at ST25, P6, ST36 and LI4 (2–100 Hz; max 12 mA; 30 min ×6)",Incision-periphery TENS (2–100 Hz; max 12 mA; 30 min ×6),VAS (methods state 1–10; tables include 0),15,16,3.67,1.44,4.75,1.57,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1Zb2RyfK6pYLEOMyE6TOLMt9I0nxZYoYe/view?usp=drivesdk,Table 3 / after-implementation pain at 2 h,,-1.08,0.540644,MD,Native MD; no pooled interpretation without compatible model.,1,-0.697201,0.370144
V33-OD-0313,OZT19_TAES_vs_CTRL_PAIN18H,Oztas 2019,Pain — rest,Resting postoperative pain after stimulation,18 h after surgery / after intervention,18h after surgery / after intervention,Mean/SD,MODALITY_REVIEW_REQUIRED,Usual care,"Postoperative TAES at ST25, P6, ST36 and LI4 (2–100 Hz; max 12 mA; 30 min ×6)",No electrical-stimulation intervention + standard PCA analgesia,VAS (methods state 1–10; tables include 0),15,16,2.67,1.23,5.81,2.31,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1Zb2RyfK6pYLEOMyE6TOLMt9I0nxZYoYe/view?usp=drivesdk,Table 3 / after-implementation pain at 18 h,,-3.14,0.659065,MD,Native MD; no pooled interpretation without compatible model.,1,-1.636859,0.415188
V33-OD-0314,OZT19_TAES_vs_TENS_PAIN18H,Oztas 2019,Pain — rest,Resting postoperative pain after stimulation,18 h after surgery / after intervention,18h after surgery / after intervention,Mean/SD,MODALITY_REVIEW_REQUIRED,CONTROL_TYPE_REVIEW_REQUIRED,"Postoperative TAES at ST25, P6, ST36 and LI4 (2–100 Hz; max 12 mA; 30 min ×6)",Incision-periphery TENS (2–100 Hz; max 12 mA; 30 min ×6),VAS (methods state 1–10; tables include 0),15,16,2.67,1.23,2.19,1.27,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1Zb2RyfK6pYLEOMyE6TOLMt9I0nxZYoYe/view?usp=drivesdk,Table 3 / after-implementation pain at 18 h,,0.48,0.449073,MD,Native MD; no pooled interpretation without compatible model.,1,0.373729,0.362518
V33-OD-0315,OZT19_TAES_vs_CTRL_PAIN22H,Oztas 2019,Pain — rest,Resting postoperative pain after stimulation,22 h after surgery / after intervention,22h after surgery / after intervention,Mean/SD,MODALITY_REVIEW_REQUIRED,Usual care,"Postoperative TAES at ST25, P6, ST36 and LI4 (2–100 Hz; max 12 mA; 30 min ×6)",No electrical-stimulation intervention + standard PCA analgesia,VAS (methods state 1–10; tables include 0),15,16,3,1.3,4.88,1.78,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1Zb2RyfK6pYLEOMyE6TOLMt9I0nxZYoYe/view?usp=drivesdk,Table 3 / after-implementation pain at 22 h,,-1.88,0.557397,MD,Native MD; no pooled interpretation without compatible model.,1,-1.168637,0.388837
V33-OD-0316,OZT19_TAES_vs_TENS_PAIN22H,Oztas 2019,Pain — rest,Resting postoperative pain after stimulation,22 h after surgery / after intervention,22h after surgery / after intervention,Mean/SD,MODALITY_REVIEW_REQUIRED,CONTROL_TYPE_REVIEW_REQUIRED,"Postoperative TAES at ST25, P6, ST36 and LI4 (2–100 Hz; max 12 mA; 30 min ×6)",Incision-periphery TENS (2–100 Hz; max 12 mA; 30 min ×6),VAS (methods state 1–10; tables include 0),15,16,3,1.3,2.19,1.22,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1Zb2RyfK6pYLEOMyE6TOLMt9I0nxZYoYe/view?usp=drivesdk,Table 3 / after-implementation pain at 22 h,,0.81,0.453532,MD,Native MD; no pooled interpretation without compatible model.,1,0.626457,0.368098
V33-OD-0317,OZT19_TAES_vs_CTRL_PAIN42H,Oztas 2019,Pain — rest,Resting postoperative pain after stimulation,42 h after surgery / after intervention,42h after surgery / after intervention,Mean/SD,MODALITY_REVIEW_REQUIRED,Usual care,"Postoperative TAES at ST25, P6, ST36 and LI4 (2–100 Hz; max 12 mA; 30 min ×6)",No electrical-stimulation intervention + standard PCA analgesia,VAS (methods state 1–10; tables include 0),15,16,2.27,1.28,4.19,1.6,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1Zb2RyfK6pYLEOMyE6TOLMt9I0nxZYoYe/view?usp=drivesdk,Table 3 / after-implementation pain at 42 h,,-1.92,0.518871,MD,Native MD; no pooled interpretation without compatible model.,1,-1.285751,0.394754
V33-OD-0318,OZT19_TAES_vs_TENS_PAIN42H,Oztas 2019,Pain — rest,Resting postoperative pain after stimulation,42 h after surgery / after intervention,42h after surgery / after intervention,Mean/SD,MODALITY_REVIEW_REQUIRED,CONTROL_TYPE_REVIEW_REQUIRED,"Postoperative TAES at ST25, P6, ST36 and LI4 (2–100 Hz; max 12 mA; 30 min ×6)",Incision-periphery TENS (2–100 Hz; max 12 mA; 30 min ×6),VAS (methods state 1–10; tables include 0),15,16,2.27,1.28,1.56,1.15,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1Zb2RyfK6pYLEOMyE6TOLMt9I0nxZYoYe/view?usp=drivesdk,Table 3 / after-implementation pain at 42 h,,0.71,0.438044,MD,Native MD; no pooled interpretation without compatible model.,1,0.569354,0.366599
V33-OD-0319,OZT19_TAES_vs_CTRL_PAIN46H,Oztas 2019,Pain — rest,Resting postoperative pain after stimulation,46 h after surgery / after intervention,46h after surgery / after intervention,Mean/SD,MODALITY_REVIEW_REQUIRED,Usual care,"Postoperative TAES at ST25, P6, ST36 and LI4 (2–100 Hz; max 12 mA; 30 min ×6)",No electrical-stimulation intervention + standard PCA analgesia,VAS (methods state 1–10; tables include 0),15,16,2.33,0.81,4,1.46,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1Zb2RyfK6pYLEOMyE6TOLMt9I0nxZYoYe/view?usp=drivesdk,Table 3 / after-implementation pain at 46 h,,-1.67,0.420672,MD,Native MD; no pooled interpretation without compatible model.,1,-1.365215,0.399034
V33-OD-0320,OZT19_TAES_vs_TENS_PAIN46H,Oztas 2019,Pain — rest,Resting postoperative pain after stimulation,46 h after surgery / after intervention,46h after surgery / after intervention,Mean/SD,MODALITY_REVIEW_REQUIRED,CONTROL_TYPE_REVIEW_REQUIRED,"Postoperative TAES at ST25, P6, ST36 and LI4 (2–100 Hz; max 12 mA; 30 min ×6)",Incision-periphery TENS (2–100 Hz; max 12 mA; 30 min ×6),VAS (methods state 1–10; tables include 0),15,16,2.33,0.81,1.75,0.85,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1Zb2RyfK6pYLEOMyE6TOLMt9I0nxZYoYe/view?usp=drivesdk,Table 3 / after-implementation pain at 46 h,,0.58,0.298155,MD,Native MD; no pooled interpretation without compatible model.,1,0.679804,0.369622
V33-OD-0325,SONG20_TEAS_vs_SHAM_PAIN2H,Song 2020,Pain — unspecified context,Postoperative VAS pain score,2 h after surgery,2h after surgery,Mean/SD,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Perioperative TEAS: PC6/HT7 preoperatively; PC6/HT7/ST36/LI4 postoperatively (2/10 Hz; 30-min sessions),Active nonacupoint electrical stimulation with matched timing/frequency,VAS 0-10,42,43,4.74,1.5,5.77,1.2,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1qL50sUze8YDRs_oIXFWTbVUL5102qnw4/view?usp=drivesdk,Table 3,,-1.03,0.295059,MD,Native MD; no pooled interpretation without compatible model.,1,-0.752419,0.22449
V33-OD-0326,SONG20_TEAS_vs_SHAM_PAIN4H,Song 2020,Pain — unspecified context,Postoperative VAS pain score,4 h after surgery,4h after surgery,Mean/SD,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Perioperative TEAS: PC6/HT7 preoperatively; PC6/HT7/ST36/LI4 postoperatively (2/10 Hz; 30-min sessions),Active nonacupoint electrical stimulation with matched timing/frequency,VAS 0-10,42,43,3.93,1.3,5.02,1.2,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1qL50sUze8YDRs_oIXFWTbVUL5102qnw4/view?usp=drivesdk,Table 3,,-1.09,0.271526,MD,Native MD; no pooled interpretation without compatible model.,1,-0.863822,0.226836
V33-OD-0327,SONG20_TEAS_vs_SHAM_PAIN6H,Song 2020,Pain — unspecified context,Postoperative VAS pain score,6 h after surgery,6h after surgery,Mean/SD,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Perioperative TEAS: PC6/HT7 preoperatively; PC6/HT7/ST36/LI4 postoperatively (2/10 Hz; 30-min sessions),Active nonacupoint electrical stimulation with matched timing/frequency,VAS 0-10,42,43,3.69,1.1,4.33,1,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1qL50sUze8YDRs_oIXFWTbVUL5102qnw4/view?usp=drivesdk,Table 3,,-0.64,0.228178,MD,Native MD; no pooled interpretation without compatible model.,1,-0.603661,0.221831
V33-OD-0328,SONG20_TEAS_vs_SHAM_PAIN24H,Song 2020,Pain — unspecified context,Postoperative VAS pain score,24 h after surgery,24 h point,Mean/SD,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Perioperative TEAS: PC6/HT7 preoperatively; PC6/HT7/ST36/LI4 postoperatively (2/10 Hz; 30-min sessions),Active nonacupoint electrical stimulation with matched timing/frequency,VAS 0-10,42,43,2.76,1.1,3.23,1.1,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1qL50sUze8YDRs_oIXFWTbVUL5102qnw4/view?usp=drivesdk,Table 3,,-0.47,0.23864,MD,Native MD; no pooled interpretation without compatible model.,1,-0.4234,0.219362
V33-OD-0354,SZMIT21_TEAS_vs_SHAM_VASDISCH,Szmit 2021,Pain — unspecified context,VAS pain at discharge,At discharge; exact postoperative clock time not reported,at discharge; exact postoperative clock time not reported,Mean/SD,TEAS,Sham,Postoperative TEAS: bilateral LI4 + ipsilateral peri-incisional ashi points; alternating 2/100 Hz; 30 min every 2 h through 24 h,Sham TEAS: identical devices/placement with no electrical stimulation + PCA,VAS 0–10,24,24,1.3,1,2.9,1.5,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1SbgHRO4KEP9X0Unz75vDMFCvlkDTEgk3/view?usp=drivesdk,Table 2 / Figure 3b,,-1.6,0.36799,MD,Native MD; no pooled interpretation without compatible model.,1,-1.234567,0.314976
V33-OD-0355,SZMIT21_TEAS_vs_CTRL_VASDISCH,Szmit 2021,Pain — unspecified context,VAS pain at discharge,At discharge; exact postoperative clock time not reported,at discharge; exact postoperative clock time not reported,Mean/SD,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Postoperative TEAS: bilateral LI4 + ipsilateral peri-incisional ashi points; alternating 2/100 Hz; 30 min every 2 h through 24 h,PCA only / no TEAS,VAS 0–10,24,23,1.3,1,3.1,1.3,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1SbgHRO4KEP9X0Unz75vDMFCvlkDTEgk3/view?usp=drivesdk,Table 2 / Figure 3b,,-1.8,0.33933,MD,Native MD; no pooled interpretation without compatible model.,1,-1.530426,0.331756
V33-OD-0363,ZHANG18_TEA_vs_SHAM_PAINPOD1,Zhang 2018,Pain — unspecified context,VAS pain score,Postoperative day 1,postoperative day 1,Graph-only mean±SE,MODALITY_REVIEW_REQUIRED,CONTROL_TYPE_REVIEW_REQUIRED,"Postoperative needleless TEA at bilateral ST36 and PC6; 25 Hz, 0.5-ms pulse width, 2–10 mA; 1 h twice daily on POD1–3",Active electrical stimulation at non-acupoints with the same stimulation method,VAS 0–10,21,21,,,,,,,GRAPH ONLY,No new graph digitization; historical digitized data require their original validation before pooling.,ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1ZcLvQiw1bigHUYQTjwWPa8f1D2UrkAwl/view?usp=drivesdk,Figure 2c / Results,,,,,,1,,
V33-OD-0364,ZHANG18_TEA_vs_SHAM_PAINPOD2,Zhang 2018,Pain — unspecified context,VAS pain score,Postoperative day 2,postoperative day 2,Graph-only mean±SE,MODALITY_REVIEW_REQUIRED,CONTROL_TYPE_REVIEW_REQUIRED,"Postoperative needleless TEA at bilateral ST36 and PC6; 25 Hz, 0.5-ms pulse width, 2–10 mA; 1 h twice daily on POD1–3",Active electrical stimulation at non-acupoints with the same stimulation method,VAS 0–10,21,21,,,,,,,GRAPH ONLY,No new graph digitization; historical digitized data require their original validation before pooling.,ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1ZcLvQiw1bigHUYQTjwWPa8f1D2UrkAwl/view?usp=drivesdk,Figure 2c / Results,,,,,,1,,
V33-OD-0365,ZHANG18_TEA_vs_SHAM_PAINPOD3,Zhang 2018,Pain — unspecified context,VAS pain score,Postoperative day 3,postoperative day 3,Graph-only mean±SE,MODALITY_REVIEW_REQUIRED,CONTROL_TYPE_REVIEW_REQUIRED,"Postoperative needleless TEA at bilateral ST36 and PC6; 25 Hz, 0.5-ms pulse width, 2–10 mA; 1 h twice daily on POD1–3",Active electrical stimulation at non-acupoints with the same stimulation method,VAS 0–10,21,21,,,,,,,GRAPH ONLY,No new graph digitization; historical digitized data require their original validation before pooling.,ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1ZcLvQiw1bigHUYQTjwWPa8f1D2UrkAwl/view?usp=drivesdk,Figure 2c / Results,,,,,,1,,
V33-OD-0367,YU20_TEAS_vs_CTRL_PAIN_POD1,Yu 2020,Pain — rest,Resting pain VAS,POD1 (~24 h),pod1 (~24h),Mean/SD,TEAS,Sham,Preoperative TEAS,Control/no current (electrodes applied),VAS 0-10,30,30,3.7,1.53,4.73,1.53,,,HOLD,"Unresolved source conflict or undefined endpoint; printed values retained, excluded from quantitative models.",ROB2_RESULT_SPECIFIC_PENDING,,local: TEAS EA Verification/Source PDFs/s13063-019-3892-4.pdf,Table 2 (VAS scores); abstract Results,,,,,,1,,
V33-OD-0368,YU20_TEAS_vs_CTRL_PAIN_POD2,Yu 2020,Pain — rest,Resting pain VAS,POD2 (~48 h),pod2 (~48h),Mean/SD,TEAS,Sham,Preoperative TEAS,Control/no current (electrodes applied),VAS 0-10,30,30,1.83,0.98,2.3,0.95,,,HOLD,"Unresolved source conflict or undefined endpoint; printed values retained, excluded from quantitative models.",ROB2_RESULT_SPECIFIC_PENDING,,local: TEAS EA Verification/Source PDFs/s13063-019-3892-4.pdf,Table 2; Results 'Pain assessment'; abstract,,,,,,1,,
AUDIT-0002,V34_B1_001,Zhu 2022,Pain — movement/activity,Pain on movement (NRS),6–24 h,6-24h,Mean/SD,EA,Usual care,Group Pre — EA day before surgery,Group Usual — usual care alone,NRS 0-10,101.0,101.0,1.15,1.02,1.44,1.3,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Per-protocol,https://drive.google.com/file/d/1vux5IaubjInusplW6GJ2SsxhzibtSCe-/view?usp=drivesdk,p. 422; Table 3,,-0.29,0.164419,MD,Native MD; no pooled interpretation without compatible model.,1,-0.247267,0.141256
AUDIT-0003,V34_B1_002,Zhu 2022,Pain — movement/activity,Pain on movement (NRS),6–24 h,6-24h,Mean/SD,EA,Usual care,Group 30 — EA 30 min before surgery,Group Usual — usual care alone,NRS 0-10,98.0,101.0,1.12,1.03,1.44,1.3,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Per-protocol,https://drive.google.com/file/d/1vux5IaubjInusplW6GJ2SsxhzibtSCe-/view?usp=drivesdk,p. 422; Table 3,,-0.32,0.166007,MD,Native MD; no pooled interpretation without compatible model.,1,-0.27134,0.142443
AUDIT-0004,V34_B1_003,Zhu 2022,Pain — movement/activity,Pain on movement (NRS),6–24 h,6-24h,Mean/SD,EA,Usual care,Group Comb — EA day before + 30 min before surgery,Group Usual — usual care alone,NRS 0-10,100.0,101.0,1.17,1.17,1.44,1.3,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Per-protocol,https://drive.google.com/file/d/1vux5IaubjInusplW6GJ2SsxhzibtSCe-/view?usp=drivesdk,p. 422; Table 3,,-0.27,0.174418,MD,Native MD; no pooled interpretation without compatible model.,1,-0.21744,0.141487
AUDIT-0005,V34_B1_004,Zhu 2022,Pain — movement/activity,Pain on movement (NRS),0–6 h,0-6h,Mean/SD,EA,Usual care,Group Pre — EA day before surgery,Group Usual — usual care alone,NRS 0-10,101.0,101.0,1.89,1.47,2.45,1.6,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Per-protocol,https://drive.google.com/file/d/1vux5IaubjInusplW6GJ2SsxhzibtSCe-/view?usp=drivesdk,p. 422; Table 3,,-0.56,0.216198,MD,Native MD; no pooled interpretation without compatible model.,1,-0.363126,0.141874
AUDIT-0006,V34_B1_005,Zhu 2022,Pain — movement/activity,Pain on movement (NRS),0–6 h,0-6h,Mean/SD,EA,Usual care,Group 30 — EA 30 min before surgery,Group Usual — usual care alone,NRS 0-10,98.0,101.0,2.01,1.25,2.45,1.6,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Per-protocol,https://drive.google.com/file/d/1vux5IaubjInusplW6GJ2SsxhzibtSCe-/view?usp=drivesdk,p. 422; Table 3,,-0.44,0.2032,MD,Native MD; no pooled interpretation without compatible model.,1,-0.30474,0.142613
AUDIT-0007,V34_B1_006,Zhu 2022,Pain — movement/activity,Pain on movement (NRS),0–6 h,0-6h,Mean/SD,EA,Usual care,Group Comb — EA day before + 30 min before surgery,Group Usual — usual care alone,NRS 0-10,100.0,101.0,1.97,1.25,2.45,1.6,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Per-protocol,https://drive.google.com/file/d/1vux5IaubjInusplW6GJ2SsxhzibtSCe-/view?usp=drivesdk,p. 422; Table 3,,-0.48,0.202414,MD,Native MD; no pooled interpretation without compatible model.,1,-0.332866,0.142044
AUDIT-0008,V34_B1_007,Zhu 2022,Pain — movement/activity,Pain on movement (NRS),24–48 h,24-48h,Mean/SD,EA,Usual care,Group Pre — EA day before surgery,Group Usual — usual care alone,NRS 0-10,101.0,101.0,0.4,0.76,0.73,0.97,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Per-protocol,https://drive.google.com/file/d/1vux5IaubjInusplW6GJ2SsxhzibtSCe-/view?usp=drivesdk,p. 422; Table 3,,-0.33,0.122616,MD,Native MD; no pooled interpretation without compatible model.,1,-0.377301,0.141966
AUDIT-0009,V34_B1_008,Zhu 2022,Pain — movement/activity,Pain on movement (NRS),24–48 h,24-48h,Mean/SD,EA,Usual care,Group 30 — EA 30 min before surgery,Group Usual — usual care alone,NRS 0-10,98.0,101.0,0.54,0.86,0.73,0.97,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Per-protocol,https://drive.google.com/file/d/1vux5IaubjInusplW6GJ2SsxhzibtSCe-/view?usp=drivesdk,p. 422; Table 3,,-0.19,0.129857,MD,Native MD; no pooled interpretation without compatible model.,1,-0.206298,0.142169
AUDIT-0010,V34_B1_009,Zhu 2022,Pain — movement/activity,Pain on movement (NRS),24–48 h,24-48h,Mean/SD,EA,Usual care,Group Comb — EA day before + 30 min before surgery,Group Usual — usual care alone,NRS 0-10,100.0,101.0,0.5,0.96,0.73,0.97,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Per-protocol,https://drive.google.com/file/d/1vux5IaubjInusplW6GJ2SsxhzibtSCe-/view?usp=drivesdk,p. 422; Table 3,,-0.23,0.136132,MD,Native MD; no pooled interpretation without compatible model.,1,-0.237433,0.141567
AUDIT-0011,V34_B1_010,Zhu 2022,Pain — movement/activity,Pain on movement (NRS),48–72 h,48-72h,Mean/SD,EA,Usual care,Group Pre — EA day before surgery,Group Usual — usual care alone,NRS 0-10,101.0,101.0,0.19,0.56,0.31,0.7,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Per-protocol,https://drive.google.com/file/d/1vux5IaubjInusplW6GJ2SsxhzibtSCe-/view?usp=drivesdk,p. 422; Table 3,,-0.12,0.089199,MD,Native MD; no pooled interpretation without compatible model.,1,-0.1886,0.141032
AUDIT-0012,V34_B1_011,Zhu 2022,Pain — movement/activity,Pain on movement (NRS),48–72 h,48-72h,Mean/SD,EA,Usual care,Group 30 — EA 30 min before surgery,Group Usual — usual care alone,NRS 0-10,98.0,101.0,0.23,0.59,0.31,0.7,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Per-protocol,https://drive.google.com/file/d/1vux5IaubjInusplW6GJ2SsxhzibtSCe-/view?usp=drivesdk,p. 422; Table 3,,-0.08,0.091671,MD,Native MD; no pooled interpretation without compatible model.,1,-0.122953,0.141926
