record_id,comparison_id,study,endpoint_family,outcome,window,time_class,statistic_type,modality,comparator_type,intervention,comparator,unit,n_i,n_c,mean_i,sd_i,mean_c,sd_c,events_i,events_c,eligibility,reason,rob2,analysis_population,source,source_location,selected_model,effect,se,measure,effect_note,scale_factor,hedges_g,hedges_se
V33-OD-0144,LUO26_TEAS_vs_SHAM_OPIOID24,Luo 2026,Postoperative opioid dose (native window/unit),Cumulative postoperative oxycodone consumption,0-24 h,0-24h,Not reported,TEAS,Sham,Intraoperative PC6 TEAS + standard antiemetics,Sham/no current + standard antiemetics,mg oxycodone,138,139,,,,,,,NOT REPORTED,Accessed source does not supply the requested numerical result.,ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1xxZle6mPpcnmHLblJbsy1kA4CyQHpvm2/view?usp=drivesdk,Postoperative analgesia / exact 24-h endpoint absent,,,,,,1,,
V33-OD-0151,LONG25_TEAS_vs_CTRL_OPIOID24,Long 2025,Postoperative opioid dose (native window/unit),Exact cumulative postoperative sufentanil consumption,0-24 h,0-24h,Not reported,EA,Sham,Perioperative electrical acupoint stimulation,Electrodes/no current,µg sufentanil,27,26,,,,,,,NOT REPORTED,Accessed source does not supply the requested numerical result.,ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1LDqtQLq9-kZLP0Vv_G3iiK8QKjy4pRXP/view?usp=drivesdk,Exact 24-h opioid endpoint absent,,,,,,1,,
V33-OD-0156,LI21_TEAS_vs_SHAM_OPIOID24,Li 2021,Postoperative opioid dose (native window/unit),Cumulative postoperative sufentanil consumption,0-24 h,0-24h,Not reported,TEAS,Sham,Perioperative TEAS,Sham-point/no current,published pump formulation says 250 mg sufentanil/250 mL,140,140,,,,,,,NOT REPORTED,Accessed source does not supply the requested numerical result.,ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1NvcLlsb17N6EMhtHs_L_WBnf40wsrtRz/view?usp=drivesdk,Postoperative analgesia pump / exact 24-h endpoint absent,,,,,,1,,
V33-OD-0161,LIU26ESD_TEAS_vs_SHAM_MORPH24,Liu 2026 (ESD),Postoperative opioid dose (native window/unit),Cumulative postoperative morphine consumption,0-24 h,0-24h,Not reported,TEAS,Sham,Perioperative TEAS,Sham-point/no current,mg IV morphine,58,62,,,,,,,NOT REPORTED,Accessed source does not supply the requested numerical result.,ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1Hp7pCBP8iXkGGYVhlFY0BHTeaaM7bhdY/view?usp=drivesdk,Exact 24-h opioid dose absent,,,,,,1,,
V33-OD-0166,LIU21_TEAS_vs_CTRL_OPIOID24,Liu 2021,Postoperative opioid dose (native window/unit),Cumulative postoperative sufentanil consumption,0-24 h,0-24h,Not calculable,TEAS,Sham,Perioperative TEAS,Electrodes/no current,published formulation 0.15 µg/kg in 100 mL,50,50,,,,,,,HOLD,Nonstandard or incomplete statistic; no inferred quantities.,ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1TA4BstaUWY3EdQbDNEvvGxF35ekGanrm/view?usp=drivesdk,Postoperative PCIA section,,,,,,1,,
V33-OD-0171,LIU26BURN_TEAS_vs_SHAM_OPIOID24,Liu 2026 (burn),Postoperative opioid dose (native window/unit),Complete postoperative opioid/MME exposure,0-24 h,0-24h,Not calculable,TEAS,Sham,Pre-induction TEAS,Placebo/sham TEAS,sufentanil + butorphanol PCIA; rescue dezocine,43,43,,,,,,,HOLD,Nonstandard or incomplete statistic; no inferred quantities.,ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1mvekGtHD2JAKCRbIXrvLw1Nz7hbQ1dZ3/view?usp=drivesdk,Postoperative PCIA section,,,,,,1,,
V33-OD-0175,LIU25_EA_vs_CTRL_OPIOID24,Liu 2025,Postoperative opioid dose (native window/unit),Exact cumulative postoperative opioid consumption,0-24 h,0-24h,Not reported,EA,Sham,Perioperative electroacupuncture,Control/sham procedure,mg/µg,38,39,,,,,,,NOT REPORTED,Accessed source does not supply the requested numerical result.,ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1SHBSKFaeE4G3PXTGVMm7TR8L0H9EgtsD/view?usp=drivesdk,Exact 24-h opioid endpoint absent,,,,,,1,,
V33-OD-0178,LI22_EA_vs_SHAM_OPIOID24,Li 2022,Postoperative opioid dose (native window/unit),Exact cumulative postoperative opioid consumption,0-24 h,0-24h,Not reported,EA,Sham,Preoperative electroacupuncture,Sham electroacupuncture,mg/µg,39,40,,,,,,,NOT REPORTED,Accessed source does not supply the requested numerical result.,ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1rQTrwnCvj72poJrGGvYjpxSZXvUhSD0u/view?usp=drivesdk,Exact 24-h opioid endpoint absent,,,,,,1,,
V33-OD-0183,LIANG21_TEAS_vs_CTRL_OPIOID24,Liang 2021,Postoperative opioid dose (native window/unit),Exact cumulative postoperative opioid consumption,0-24 h,0-24h,Not reported,TEAS,Sham,Preoperative TEAS,Control/no stimulation,mg/µg,35,35,,,,,,,NOT REPORTED,Accessed source does not supply the requested numerical result.,ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1guriAcqNbJNXpfd_UjYwevULLVSeiHXS/view?usp=drivesdk,Exact 24-h opioid endpoint absent,,,,,,1,,
V33-OD-0184,LEE11_LOW_vs_SHAM_MORPH24,Lee 2011,Postoperative opioid dose (native window/unit),Cumulative IV PCA morphine delivered,First 24 postoperative hours,first 24 postoperative hours,Mean/SD,MODALITY_REVIEW_REQUIRED,Sham,Low-frequency dense-sparse SSP,Sham SSP,mg IV morphine,10,12,29.29,8.89,34.2,6.4,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",EXISTING_RESULT_SPECIFIC: Some concerns,,https://drive.google.com/file/d/1kQDSBtx3OpFOsim5oUMwhpfHOqaMy8Q9/view?usp=drivesdk,Table 8 / total morphine delivered,,-4.91,3.364007,MD,Native MD; no pooled interpretation without compatible model.,1,-0.619738,0.438249
V33-OD-0185,LEE11_HIGH_vs_SHAM_MORPH24,Lee 2011,Postoperative opioid dose (native window/unit),Cumulative IV PCA morphine delivered,First 24 postoperative hours,first 24 postoperative hours,Mean/SD,MODALITY_REVIEW_REQUIRED,Sham,100-Hz SSP,Sham SSP,mg IV morphine,12,12,31.14,8.15,34.2,6.4,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",EXISTING_RESULT_SPECIFIC: Some concerns,,https://drive.google.com/file/d/1kQDSBtx3OpFOsim5oUMwhpfHOqaMy8Q9/view?usp=drivesdk,Table 8 / total morphine delivered,,-3.06,2.991411,MD,Native MD; no pooled interpretation without compatible model.,1,-0.403209,0.412376
V33-OD-0186,LEE11_LOW_vs_CONTROL_MORPH24,Lee 2011,Postoperative opioid dose (native window/unit),Cumulative IV PCA morphine delivered,First 24 postoperative hours,first 24 postoperative hours,Mean/SD,MODALITY_REVIEW_REQUIRED,CONTROL_TYPE_REVIEW_REQUIRED,Low-frequency dense-sparse SSP,Untreated control,mg IV morphine,10,13,29.29,8.89,38.63,11.08,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",EXISTING_RESULT_SPECIFIC: Some concerns,,https://drive.google.com/file/d/1kQDSBtx3OpFOsim5oUMwhpfHOqaMy8Q9/view?usp=drivesdk,Table 8 / total morphine delivered,,-9.34,4.164946,MD,Native MD; no pooled interpretation without compatible model.,1,-0.882661,0.440295
V33-OD-0192,JIN23_OPIOID24_MASS,Jin 2023,Postoperative opioid dose (native window/unit),Exact cumulative fentanyl mass / MME,0-24 h,0-24h,Not calculable,EA,Sham,Active EA arms,Sham nonpenetrating EA/no current,µg fentanyl / MME,,,,,,,,,HOLD,Nonstandard or incomplete statistic; no inferred quantities.,ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1fkNAFra0gZ9jkWkzp_S0TWy-5zVrXCtj/view?usp=drivesdk,PCIA formulation absent from main article,,,,,,1,,
V33-OD-0197,JIANG26_TEAS_vs_SHAM_OPIOID24,Jiang 2026,Postoperative opioid dose (native window/unit),Exact cumulative postoperative opioid consumption,0-24 h,0-24h,Not reported,TEAS,Sham,Perioperative TEAS,Sham/no current,mg/µg,294,293,,,,,,,NOT REPORTED,Accessed source does not supply the requested numerical result.,ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1nujlP9A_IMWUfd3HdCD2rOxTc9-I8v92/view?usp=drivesdk,Postoperative analgesia section,,,,,,1,,
V33-OD-0200,HUANG25_EA_vs_UC_OPIOID24,Huang 2025,Postoperative opioid dose (native window/unit),Exact cumulative postoperative opioid consumption,0-24 h,0-24h,Not reported,EA,Usual care,Postoperative EA + ERAS,ERAS/standard care,mg/µg,43,45,,,,,,,NOT REPORTED,Accessed source does not supply the requested numerical result.,ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1VnJCbIPz8Uy1kXYCTKk7l9Zqj-rTECrY/view?usp=drivesdk,Postoperative analgesia section,,,,,,1,,
V33-OD-0203,HUANG24_CONTRA_vs_SHAM_PCA_D2,Huang 2024,Postoperative opioid dose (native window/unit),Additional PCA dose/release,"POD2; 24 h after first EA session, not necessarily 24 h after surgery","pod2; 24h after first ea session, not necessarily 24h after surgery",Median/IQR,EA,Sham,Contralateral EA,Bilateral sham EA,source unit not reported,38,38,,,,,,,NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1z-76QoxqmtMRV32wOpem7jAyDnuD6fb8/view?usp=drivesdk,Primary PCA outcome / POD2,,,,,,1,,
V33-OD-0204,HUANG24_OPIOID24,Huang 2024,Postoperative opioid dose (native window/unit),Exact cumulative postoperative opioid dose,0-24 h,0-24h,Not calculable,EA,Sham,True-EA arms,Bilateral sham EA,MME,38,38,,,,,,,HOLD,Nonstandard or incomplete statistic; no inferred quantities.,ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1z-76QoxqmtMRV32wOpem7jAyDnuD6fb8/view?usp=drivesdk,PCA regimen incomplete,,,,,,1,,
V33-OD-0208,HOU23_TEAS_vs_SHAM_OPIOID24,Hou 2023,Postoperative opioid dose (native window/unit),Actual total postoperative sufentanil consumption,0-24 h,0-24h,Not reported,TEAS,Sham,Perioperative TEAS,Sham/no-current TEAS,µg sufentanil,36,36,,,,,,,NOT REPORTED,Accessed source does not supply the requested numerical result.,ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/161WdTRehgwvDHvQ8OkRf8U9TbUmVQgaR/view?usp=drivesdk,PCIA regimen / consumption absent,,,,,,1,,
V33-OD-0212,HUANG17_POSTOP_SUF_AGG,Huang 2017,Postoperative opioid dose (native window/unit),Published postoperative sufentanil aggregate,Observation window unclear,AMBIGUOUS,Mean/SD,TEAS,Sham,2/100-Hz TEAS,Placebo TEAS/no current,µg/kg sufentanil,20,20,1.67,0.59,1.32,0.48,,,HOLD,"Unresolved source statistic, denominator or timepoint.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1RJGi1PYvw75qVW9UK8CBtJPH4G035ASs/view?usp=drivesdk,Table 5 / postoperative analgesic consumption,,,,,,1,,
V33-OD-0213,HUANG17_OPIOID24,Huang 2017,Postoperative opioid dose (native window/unit),Exact cumulative postoperative sufentanil consumption,0-24 h,0-24h,Not reported,TEAS,Sham,Active TEAS frequency arms,Placebo TEAS/no current,µg/kg sufentanil,20,20,,,,,,,NOT REPORTED,Accessed source does not supply the requested numerical result.,ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1RJGi1PYvw75qVW9UK8CBtJPH4G035ASs/view?usp=drivesdk,Exact 24-h postoperative endpoint absent,,,,,,1,,
V33-OD-0214,HEJIS26_TEAS_vs_CTRL_MME24,He 2026 (hepatectomy/JIS),Postoperative opioid dose (native window/unit),Total postoperative opioid consumption in morphine equivalents,0-24 h,cumulative 0–24 h (locked primary source adjudication),Mean/SD,TEAS,Sham,Intraoperative PC6 TEAS,No-current PC6 control,mg MME,80,79,20,2.5,20.6,4.5,,,INCLUDE,Locked strict primary result; prespecified source adjudication and conversions retained.,EXISTING_LOCKED_PRIMARY: Some concerns,,https://drive.google.com/file/d/1VgOxIOrGe7ZVevkKEVP7G-0V1DXPU0Gf/view?usp=drivesdk,"Supplemental Material 2, eTable 1",,-0.6,0.57832,MD,Native MD; no pooled interpretation without compatible model.,1,-0.164321,0.158881
V33-OD-0234,GUO23_OPIOID24,Guo 2023,Postoperative opioid dose (native window/unit),Actual postoperative sufentanil consumption,0-24 h,0-24h,Not reported,TEAS,Sham,Perioperative TEAS,Sham/no-current TEAS,µg sufentanil,55,55,,,,,,,NOT REPORTED,Accessed source does not supply the requested numerical result.,ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1Idfl7rfZhgAUJHDpsmgzp17ADiGvrU8C/view?usp=drivesdk,Postoperative PCIA section,,,,,,1,,
V33-OD-0236,GRECH16_EA_vs_CTRL_OPIOID24,Grech 2016,Postoperative opioid dose (native window/unit),Exact cumulative 24-h postoperative morphine-equivalent consumption,0-24 h,0-24h,Not reported,EA,Sham,Intraoperative low-frequency EA,Sham/control,mg morphine-equivalent,,,,,,,,,NOT REPORTED,Accessed source does not supply the requested numerical result.,ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1U3KShiAZKL8n9hxSpBkhuhuQHW2EN-IY/view?usp=drivesdk,Postoperative analgesic figures,,,,,,1,,
V33-OD-0242,GAO21_OPIOID24,Gao 2021,Postoperative opioid dose (native window/unit),Exact cumulative postoperative opioid consumption,0-24 h,0-24h,Not reported,TEAS,Sham,Postoperative TEAS,Sham/no-current TEAS,mg/µg,303,307,,,,,,,NOT REPORTED,Accessed source does not supply the requested numerical result.,ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1QbM6CNi8KfBXmMTqG1ASm3hK05cz_hKQ/view?usp=drivesdk,Postoperative analgesia section,,,,,,1,,
V33-OD-0243,YEH10_AES_vs_SHAM_MORPH24,Yeh 2010,Postoperative opioid dose (native window/unit),24-h morphine PCA dose,First 24 postoperative hours,first 24 postoperative hours,Mean/SD,MODALITY_REVIEW_REQUIRED,Sham,True-acupoint AES,Electrical sham/nonmeridian AES,mg morphine; source explicitly calls PCA epidural,33,30,18.6,9.7,21.6,13.1,,,DUPLICATE HOLD,"Historical possible overlapping publication family; retain evidence, exclude independent pooling.",EXISTING_RESULT_SPECIFIC: Some concerns,,https://drive.google.com/file/d/1a1s31PQPWGnaVkYUtNUxO22F3QFTcwmi/view?usp=drivesdk,Table 4 / 24-h opiate dose,,,,,,1,,
V33-OD-0244,YEH10_AES_vs_CONTROL_MORPH24,Yeh 2010,Postoperative opioid dose (native window/unit),24-h morphine PCA dose,First 24 postoperative hours,first 24 postoperative hours,Mean/SD,MODALITY_REVIEW_REQUIRED,CONTROL_TYPE_REVIEW_REQUIRED,True-acupoint AES,No-AES control,mg morphine; source explicitly calls PCA epidural,33,31,18.6,9.7,27.2,12.5,,,DUPLICATE HOLD,"Historical possible overlapping publication family; retain evidence, exclude independent pooling.",EXISTING_RESULT_SPECIFIC: Some concerns,,https://drive.google.com/file/d/1a1s31PQPWGnaVkYUtNUxO22F3QFTcwmi/view?usp=drivesdk,Table 4 / 24-h opiate dose,,,,,,1,,
V33-OD-0245,YEH11_AES_vs_SHAM_MORPH24,Yeh 2011,Postoperative opioid dose (native window/unit),24-h IV morphine PCA dose,First 24 postoperative hours,first 24 postoperative hours,Mean/SD,MODALITY_REVIEW_REQUIRED,Sham,True-acupoint AES,Electrical sham/nonacupoint AES,mg IV morphine,30,30,19.3,9.7,21.6,13.1,,,DUPLICATE HOLD,"Historical possible overlapping publication family; retain evidence, exclude independent pooling.",EXISTING_RESULT_SPECIFIC: Some concerns,,https://drive.google.com/file/d/1ZJ60ZvJ5Q7sRu1iptK_tLLfBXxZZ_Hwl/view?usp=drivesdk,Table 3 / 24-h opiate dose,,,,,,1,,
V33-OD-0246,YEH11_AES_vs_CONTROL_MORPH24,Yeh 2011,Postoperative opioid dose (native window/unit),24-h IV morphine PCA dose,First 24 postoperative hours,first 24 postoperative hours,Mean/SD,MODALITY_REVIEW_REQUIRED,CONTROL_TYPE_REVIEW_REQUIRED,True-acupoint AES,No-AES control,mg IV morphine,30,30,19.3,9.7,28,12.1,,,DUPLICATE HOLD,"Historical possible overlapping publication family; retain evidence, exclude independent pooling.",EXISTING_RESULT_SPECIFIC: Some concerns,,https://drive.google.com/file/d/1ZJ60ZvJ5Q7sRu1iptK_tLLfBXxZZ_Hwl/view?usp=drivesdk,Table 3 / 24-h opiate dose,,,,,,1,,
V33-OD-0247,WONG06_EA_vs_SHAM_MORPHD0,Wong 2006,Postoperative opioid dose (native window/unit),IV PCA morphine consumption,Day 0,day 0,Mean/SD,EA,Sham,Postoperative electroacupuncture,Nonpenetrating sham acupuncture,mg IV morphine,13,12,8.3,4.9,7.8,6.4,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1-XmRdgXyZmOmKIDRhL80sxha5M2P00jd/view?usp=drivesdk,Table 2 / postoperative PCA morphine,,0.5,2.293525,MD,Native MD; no pooled interpretation without compatible model.,1,0.085319,0.400502
V33-OD-0248,WONG06_EA_vs_SHAM_MORPHD1,Wong 2006,Postoperative opioid dose (native window/unit),IV PCA morphine consumption,Day 1,day 1,Mean/SD,EA,Sham,Postoperative electroacupuncture,Nonpenetrating sham acupuncture,mg IV morphine,13,12,18,8.8,18.8,9.8,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1-XmRdgXyZmOmKIDRhL80sxha5M2P00jd/view?usp=drivesdk,Table 2 / postoperative PCA morphine,,-0.8,3.736343,MD,Native MD; no pooled interpretation without compatible model.,1,-0.08326,0.400494
V33-OD-0249,WONG06_EA_vs_SHAM_MORPHD2,Wong 2006,Postoperative opioid dose (native window/unit),IV PCA morphine consumption,Day 2,day 2,Mean/SD,EA,Sham,Postoperative electroacupuncture,Nonpenetrating sham acupuncture,mg IV morphine,13,12,7.5,5,15.7,12,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1-XmRdgXyZmOmKIDRhL80sxha5M2P00jd/view?usp=drivesdk,Table 2 / postoperative PCA morphine,,-8.2,3.731364,MD,Native MD; no pooled interpretation without compatible model.,1,-0.87615,0.419058
V33-OD-0250,WONG06_EA_vs_SHAM_MORPHTOTAL,Wong 2006,Postoperative opioid dose (native window/unit),IV PCA morphine consumption,First 3 postoperative days total,first 3 postoperative days total,Mean/SD,EA,Sham,Postoperative electroacupuncture,Nonpenetrating sham acupuncture,mg IV morphine,13,12,33.9,12.8,42.3,21.3,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1-XmRdgXyZmOmKIDRhL80sxha5M2P00jd/view?usp=drivesdk,Table 2 / postoperative PCA morphine,,-8.4,7.100041,MD,Native MD; no pooled interpretation without compatible model.,1,-0.467072,0.405733
V33-OD-0251,WONG06_EA_vs_SHAM_OPIOID24,Wong 2006,Postoperative opioid dose (native window/unit),Exact total opioid exposure,0-24 h,0-24h,Not reported,EA,Sham,Postoperative electroacupuncture,Nonpenetrating sham acupuncture,mg MME,13,12,,,,,,,NOT REPORTED,Accessed source does not supply the requested numerical result.,ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1-XmRdgXyZmOmKIDRhL80sxha5M2P00jd/view?usp=drivesdk,Timing/analgesia protocol,,,,,,1,,
V33-OD-0252,ELR09_EA_vs_CTRL_MORPH24,El-Rakshy 2009,Postoperative opioid dose (native window/unit),Total IV morphine analgesia,First 24 h,cumulative 0–24 h (locked primary source adjudication),Mean/SD,EA,Usual care,Intraoperative EA + PCA,PCA alone/no acupuncture,mg IV morphine,42,53,35.3,18,36.9,18,,,INCLUDE,Locked strict primary result; prespecified source adjudication and conversions retained.,EXISTING_LOCKED_PRIMARY: High,,https://drive.google.com/file/d/12AfIox-MgnMU15U-mdvZgaTKnukXKvAR/view?usp=drivesdk,Table 2 / total analgesia in 24 h,,-1.6,3.718534,MD,Native MD; no pooled interpretation without compatible model.,1,-0.08817,0.206684
V33-OD-0253,ELR09_EA_vs_CTRL_MORPH4,El-Rakshy 2009,Postoperative opioid dose (native window/unit),Total IV morphine analgesia,First 4 h,first 4h,Mean/SD,EA,Usual care,Intraoperative EA + PCA,PCA alone/no acupuncture,mg IV morphine,40,53,13.4,7.5,13.2,8.6,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",EXISTING_RESULT_SPECIFIC: High,,https://drive.google.com/file/d/12AfIox-MgnMU15U-mdvZgaTKnukXKvAR/view?usp=drivesdk,Table 2 / first 4 h,,0.2,1.673834,MD,Native MD; no pooled interpretation without compatible model.,1,0.024347,0.209454
V33-OD-0254,AN14_EA_vs_CTRL_FENT48,An 2014,Postoperative opioid dose (native window/unit),Total postoperative fentanyl PCIA dose,Through reported 48-h PCIA period,through reported 48-h pcia period,Mean/SD,EA,Usual care,Intraoperative electroacupuncture,No acupuncture control,mg fentanyl,41,40,0.67,0.09,0.73,0.12,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",EXISTING_RESULT_SPECIFIC: High,,https://drive.google.com/file/d/1Ygu3g28udKuPe0OS95oge2ryIGNeJ0te/view?usp=drivesdk,Opioid/PCIA results,,-0.06,0.023613,MD,Native MD; no pooled interpretation without compatible model.,1,-0.561294,0.226572
V33-OD-0255,AN14_EA_vs_CTRL_OPIOID24,An 2014,Postoperative opioid dose (native window/unit),Exact cumulative postoperative fentanyl,0-24 h,0-24h,Not reported,EA,Usual care,Intraoperative electroacupuncture,No acupuncture control,mg/µg fentanyl,41,40,,,,,,,NOT REPORTED,Accessed source does not supply the requested numerical result.,ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1Ygu3g28udKuPe0OS95oge2ryIGNeJ0te/view?usp=drivesdk,PCIA results,,,,,,1,,
V33-OD-0260,CHEN15H_TEAS_vs_SHAM_SUFKG24,Chen 2015 (Hyperalgesia),Postoperative opioid dose (native window/unit),Derived cumulative sufentanil dose from fixed 0.05 µg/kg bolus,0-24 h,0-24h,Median/IQR,TEAS,Sham,Preoperative TEAS,Electrodes/no-current sham,µg/kg sufentanil,29,30,,,,,,,NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/13YKAZZsc2VQEPqkw1Ye40BYDZSRpI6N3/view?usp=drivesdk,PCIA protocol + Table 2,,,,,,1,,
V33-OD-0263,WU16_TAES_vs_ACTIVE_OPIOID24,Wu 2016,Postoperative opioid dose (native window/unit),Exact cumulative postoperative opioid/tramadol consumption,0-24 h,0-24h,Not reported,MODALITY_REVIEW_REQUIRED,CONTROL_TYPE_REVIEW_REQUIRED,Perioperative true-acupoint TAES (LI4/PC6/SI3/SJ6),Active nonacupoint electrical stimulation (identical 2/100-Hz current),mg tramadol (IV rescue),27,27,,,,,,,NOT REPORTED,Accessed source does not supply the requested numerical result.,ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1CXkJN0GF45qOQtRcL7EbgmbypBrNnmri/view?usp=drivesdk,Pain measurement / rescue analgesia methods and results,,,,,,1,,
V33-OD-0264,WU16_TAES_vs_UC_OPIOID24,Wu 2016,Postoperative opioid dose (native window/unit),Exact cumulative postoperative opioid/tramadol consumption,0-24 h,0-24h,Not reported,MODALITY_REVIEW_REQUIRED,CONTROL_TYPE_REVIEW_REQUIRED,Perioperative true-acupoint TAES (LI4/PC6/SI3/SJ6),No-TAES thoracotomy control,mg tramadol (IV rescue),27,27,,,,,,,NOT REPORTED,Accessed source does not supply the requested numerical result.,ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1CXkJN0GF45qOQtRcL7EbgmbypBrNnmri/view?usp=drivesdk,Pain measurement / rescue analgesia methods and results,,,,,,1,,
V33-OD-0274,GAO22_TEAS_vs_SHAM_SUFPUMP24,Gao 2022,Postoperative opioid dose (native window/unit),Cumulative postoperative sufentanil delivered by analgesic pump,0-24 h,0-24h,Median/IQR,TEAS,Sham,"Postoperative TEAS at bilateral P6/ST36 (2/10 Hz, 30 min ×2)",No-current sham with identical electrode/device setup,µg sufentanil,827,828,,,,,,,NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,EXISTING_RESULT_SPECIFIC: Some concerns,,https://drive.google.com/file/d/1_DV8ZFHIZwC_SnRMP3IokKfeEs6QzD0S/view?usp=drivesdk,"Table 2 / 24 h analgesic pump, µg",,,,,,1,,
V33-OD-0281,LIU15_TEAS_vs_SHAM_OPIOID24,Liu 2015,Postoperative opioid dose (native window/unit),Exact cumulative postoperative sufentanil PCIA consumption,0-24 h,0-24h,Not reported,TEAS,Sham,Multipoint intraoperative TEAS (2/100 Hz; 30 min pre-induction through end of surgery),No-current sham TEAS with identical electrode placement/device setup,µg sufentanil,44,44,,,,,,,NOT REPORTED,Accessed source does not supply the requested numerical result.,ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1R0ueeZhpBPbKOmqRfRyFTsqp7qq7ftqp/view?usp=drivesdk,Postoperative analgesia methods; no cumulative 0-24 h dose in results,,,,,,1,,
V33-OD-0299,OZT19_TAES_vs_CTRL_TRAM24,Oztas 2019,Postoperative opioid dose (native window/unit),Cumulative IV PCA tramadol HCl consumption,0-24 h,0-24h,Mean/SD,MODALITY_REVIEW_REQUIRED,Usual care,"Postoperative TAES at ST25, P6, ST36 and LI4 (2–100 Hz; max 12 mA; 30 min ×6)",No electrical-stimulation intervention + standard PCA analgesia,mg tramadol,15,16,228.4,87.89,357.81,123.7,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",EXISTING_RESULT_SPECIFIC: High,,https://drive.google.com/file/d/1Zb2RyfK6pYLEOMyE6TOLMt9I0nxZYoYe/view?usp=drivesdk,Table 4 / Tramadol HCl (0–24 h),,-129.41,38.357951,MD,Native MD; no pooled interpretation without compatible model.,1,-1.167994,0.388806
