record_id,comparison_id,study,endpoint_family,outcome,window,time_class,statistic_type,modality,comparator_type,intervention,comparator,unit,n_i,n_c,mean_i,sd_i,mean_c,sd_c,events_i,events_c,eligibility,reason,rob2,analysis_population,source,source_location,selected_model,effect,se,measure,effect_note,scale_factor,hedges_g,hedges_se
AUDIT-0164,V34_B2_014,Huang 2025,GI recovery,I-FEED score,24 h,24 h point,Median/range,EA,Usual care,Postoperative EA + ERAS,ERAS/standard care,I-FEED score,43.0,45.0,,,,,,,NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis,https://drive.google.com/file/d/1Pds-8nLj18yvRm3C7eQHq5fZ8rRhecQ0/view?usp=drivesdk,p. 2749; Table 4,,,,,,1,,
AUDIT-0165,V34_B2_015,Huang 2025,GI recovery,I-FEED score,48 h,48h,Median/range,EA,Usual care,Postoperative EA + ERAS,ERAS/standard care,I-FEED score,43.0,45.0,,,,,,,NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis,https://drive.google.com/file/d/1Pds-8nLj18yvRm3C7eQHq5fZ8rRhecQ0/view?usp=drivesdk,p. 2749; Table 4,,,,,,1,,
AUDIT-0166,V34_B2_016,Huang 2025,GI recovery,I-FEED score,72 h,72h,Median/range,EA,Usual care,Postoperative EA + ERAS,ERAS/standard care,I-FEED score,43.0,45.0,,,,,,,NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis,https://drive.google.com/file/d/1Pds-8nLj18yvRm3C7eQHq5fZ8rRhecQ0/view?usp=drivesdk,p. 2749; Table 4,,,,,,1,,
AUDIT-0171,V34_B2_021,Huang 2025,GI — ileus/obstruction (separate definitions),Bowel obstruction,Postoperative,postoperative,Events/total,EA,Usual care,Postoperative EA + ERAS,ERAS/standard care,participants,43.0,45.0,,,,,1.0,0.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis,https://drive.google.com/file/d/1Pds-8nLj18yvRm3C7eQHq5fZ8rRhecQ0/view?usp=drivesdk,p. 2749; Table 4,,1.143064,1.619321,logRR,0.5 added to all four cells,1,,
AUDIT-0173,V34_B2_023,Gao 2021,GI — bowel sounds,Time to first bowel sounds,Postoperative,postoperative,Mean/SD,TEAS,Sham,Postoperative TEAS,Sham/no-current TEAS,hours,303.0,307.0,41.4,22.6,46.0,24.1,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Intention-to-treat; all randomized patients,https://drive.google.com/file/d/1aTzgCVSlV5gorGxB7ENHTVh6pCgVW-3a/view?usp=drivesdk,p. 1623; Table III,,-4.6,1.891445,MD,Native MD; no pooled interpretation without compatible model.,1,-0.196616,0.081175
AUDIT-0175,V34_B2_025,Gao 2021,GI — abdominal distention,Distention score,Postoperative 72 h,postoperative 72h,Mean/SD,TEAS,Sham,Postoperative TEAS,Sham/no-current TEAS,Score; scale not defined in main article,303.0,307.0,1.6,0.9,1.6,0.9,,,HOLD,"Source definition, timepoint, denominator, scale, statistic, or post-randomization subset requires adjudication; see raw source/QC.",ROB2_RESULT_SPECIFIC_PENDING,Intention-to-treat; all randomized patients,https://drive.google.com/file/d/1aTzgCVSlV5gorGxB7ENHTVh6pCgVW-3a/view?usp=drivesdk,p. 1623; Table III,,,,,,1,,
AUDIT-0178,V34_B2_028,Jiang 2026,GI — first defecation,Time to first defecation,Postoperative,postoperative,Median/IQR,TEAS,Sham,Perioperative TEAS,Sham/no-current TEAS,hours,294.0,293.0,,,,,,,NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,ROB2_RESULT_SPECIFIC_PENDING,Per-protocol for secondary outcomes,https://drive.google.com/file/d/1nujlP9A_IMWUfd3HdCD2rOxTc9-I8v92/view?usp=drivesdk,PDF p. 5; Table 4,,,,,,1,,
AUDIT-0180,V34_B2_030,Jiang 2026,GI — abdominal distention,Abdominal distention incidence,Postoperative,postoperative,Events/total,TEAS,Sham,Perioperative TEAS,Sham/no-current TEAS,participants,294.0,293.0,,,,,62.0,87.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Per-protocol for secondary outcomes,https://drive.google.com/file/d/1nujlP9A_IMWUfd3HdCD2rOxTc9-I8v92/view?usp=drivesdk,PDF p. 5; Table 4,,-0.342181,0.144253,logRR,Uncorrected log risk ratio,1,,
AUDIT-0195,V34_B2_045,Wang 2023,GI — abdominal distention,Abdominal distension,Within 72 h after surgery,within 72h after surgery,Events/total,TEAS,Sham,Nighttime TEAS,Sham/no-current TEAS,participants,40.0,43.0,,,,,11.0,24.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis after protocol breaches,https://drive.google.com/file/d/177A4aH42GD90DhsvvtD-VOBSChBBpIWL/view?usp=drivesdk,p. 715; Table 2,,-0.707838,0.290379,logRR,Uncorrected log risk ratio,1,,
AUDIT-0251,V34_B3_053,Sun 2017,GI — first flatus,Time to first postoperative flatus,Postoperative,postoperative,Mean/SD,TEAS,Sham,Preoperative true TEAS only (TSS),All-period sham TEAS (SSS),hours,91.0,90.0,45.2,19.9,41.5,19.6,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis,https://drive.google.com/file/d/1lELlw0IpkhqoB8OuintAI22fxKfNEcEd/view?usp=drivesdk,Clin J Pain 2017;33:344; Table 2,,3.7,2.936018,MD,Native MD; no pooled interpretation without compatible model.,1,0.186542,0.148984
AUDIT-0252,V34_B3_054,Sun 2017,GI — first flatus,Time to first postoperative flatus,Postoperative,postoperative,Mean/SD,TEAS,Sham,Preoperative + intraoperative true TEAS (TTS),All-period sham TEAS (SSS),hours,91.0,90.0,44.7,16.6,41.5,19.6,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis,https://drive.google.com/file/d/1lELlw0IpkhqoB8OuintAI22fxKfNEcEd/view?usp=drivesdk,Clin J Pain 2017;33:344; Table 2,,3.2,2.701218,MD,Native MD; no pooled interpretation without compatible model.,1,0.175533,0.148947
AUDIT-0253,V34_B3_055,Sun 2017,GI — first flatus,Time to first postoperative flatus,Postoperative,postoperative,Mean/SD,TEAS,Sham,Preoperative + postoperative true TEAS (TST),All-period sham TEAS (SSS),hours,89.0,90.0,41.6,18.1,41.5,19.6,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis,https://drive.google.com/file/d/1lELlw0IpkhqoB8OuintAI22fxKfNEcEd/view?usp=drivesdk,Clin J Pain 2017;33:344; Table 2,,0.1,2.819478,MD,Native MD; no pooled interpretation without compatible model.,1,0.005277,0.14949
AUDIT-0254,V34_B3_056,Sun 2017,GI — first defecation,Time to first postoperative defecation,Postoperative,postoperative,Mean/SD,TEAS,Sham,Preoperative true TEAS only (TSS),All-period sham TEAS (SSS),hours,91.0,90.0,63.6,19.8,63.4,22.9,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis,https://drive.google.com/file/d/1lELlw0IpkhqoB8OuintAI22fxKfNEcEd/view?usp=drivesdk,Clin J Pain 2017;33:344; Table 2,,0.2,3.183537,MD,Native MD; no pooled interpretation without compatible model.,1,0.009308,0.148662
AUDIT-0255,V34_B3_057,Sun 2017,GI — first defecation,Time to first postoperative defecation,Postoperative,postoperative,Mean/SD,TEAS,Sham,Preoperative + intraoperative true TEAS (TTS),All-period sham TEAS (SSS),hours,91.0,90.0,61.8,15.7,63.4,22.9,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis,https://drive.google.com/file/d/1lELlw0IpkhqoB8OuintAI22fxKfNEcEd/view?usp=drivesdk,Clin J Pain 2017;33:344; Table 2,,-1.6,2.921551,MD,Native MD; no pooled interpretation without compatible model.,1,-0.081236,0.148722
AUDIT-0256,V34_B3_058,Sun 2017,GI — first defecation,Time to first postoperative defecation,Postoperative,postoperative,Mean/SD,TEAS,Sham,Preoperative + postoperative true TEAS (TST),All-period sham TEAS (SSS),hours,89.0,90.0,57.3,20.6,63.4,22.9,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis,https://drive.google.com/file/d/1lELlw0IpkhqoB8OuintAI22fxKfNEcEd/view?usp=drivesdk,Clin J Pain 2017;33:344; Table 2,,-6.1,3.254976,MD,Native MD; no pooled interpretation without compatible model.,1,-0.278797,0.150214
AUDIT-0346,V34_B4_027,Zheng 2025,GI recovery,Time to first borborygmus,Postoperative,postoperative,Mean/SD,TEAS,Sham,Perioperative TEAS,Sham/no current,hours,42.0,43.0,19.2,3.3,27.6,2.7,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Modified intention-to-treat / completer analysis reported in Table 1,https://drive.google.com/file/d/1-JWKZgQXaQQQBZgMSDqyIP-vG9aAxBqb/view?usp=drivesdk,Journal of Pain Research 2025;18:6457–6458; Table 3,,-8.4,0.654844,MD,Native MD; no pooled interpretation without compatible model.,1,-2.764152,0.303331
AUDIT-0347,V34_B4_028,Zheng 2025,GI — first flatus,Time to first flatus,Postoperative,postoperative,Mean/SD,TEAS,Sham,Perioperative TEAS,Sham/no current,hours,42.0,43.0,24.2,2.5,31.6,4.4,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Modified intention-to-treat / completer analysis reported in Table 1,https://drive.google.com/file/d/1-JWKZgQXaQQQBZgMSDqyIP-vG9aAxBqb/view?usp=drivesdk,Journal of Pain Research 2025;18:6457–6458; Table 3,,-7.4,0.773978,MD,Native MD; no pooled interpretation without compatible model.,1,-2.042926,0.267611
