audit_row,study,v33_study_rows_compared,closest_v33_rows,disposition,match_v33_row,rationale
170,Huang 2025,3,199;198;200,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
171,Huang 2025,3,199;198;200,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
172,Huang 2025,3,200;198;199,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
173,Gao 2021,5,239;240;241,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
174,Gao 2021,5,241;238;242,AMBIGUOUS_HOLD,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
175,Gao 2021,5,240;239;238,AMBIGUOUS_HOLD,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
176,Gao 2021,5,239;241;242,AMBIGUOUS_HOLD,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
177,Gao 2021,5,239;240;241,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
178,Jiang 2026,5,193;196;197,NOT_ANALYSIS_ELIGIBLE,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
179,Jiang 2026,5,195;197;194,AMBIGUOUS_HOLD,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
180,Jiang 2026,5,196;193;195,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
181,Jiang 2026,5,196;193;197,NOT_ANALYSIS_ELIGIBLE,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
182,Jiang 2026,5,197;193;196,NOT_ANALYSIS_ELIGIBLE,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
183,Jiang 2026,5,197;193;196,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
184,Jiang 2026,5,196;197;194,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
185,Jiang 2026,5,193;194;195,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
186,Jiang 2026,5,193;196;197,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
187,Jiang 2026,5,195;193;196,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
188,Wang 2023,5,80;82;84,GRAPH_ONLY_ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
189,Wang 2023,5,83;84;82,GRAPH_ONLY_ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
190,Wang 2023,5,83;84;82,GRAPH_ONLY_ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
191,Wang 2023,5,83;84;82,GRAPH_ONLY_ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
192,Wang 2023,5,83;84;81,GRAPH_ONLY_ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
193,Wang 2023,5,83;84;81,GRAPH_ONLY_ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
194,Wang 2023,5,80;82;84,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
195,Wang 2023,5,81;83;82,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
196,Wang 2023,5,83;82;81,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
197,Wang 2023,5,83;84;81,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
198,Wang 2023,5,80;84;81,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
199,Tu 2024,5,95;94;96,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
200,Tu 2024,5,95;97;98,NOT_ANALYSIS_ELIGIBLE,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
201,Tu 2024,5,94;98;97,NOT_ANALYSIS_ELIGIBLE,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
202,Tu 2024,5,95;96;97,NOT_ANALYSIS_ELIGIBLE,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
203,Tu 2024,5,98;96;95,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
204,Tu 2024,5,98;94;96,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
205,Tu 2024,5,96;98;95,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
206,Tu 2024,5,96;95;94,NOT_ANALYSIS_ELIGIBLE,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
207,Tu 2024,5,96;94;95,NOT_ANALYSIS_ELIGIBLE,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
208,Tu 2024,5,97;98;96,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
209,Sun 2017,8,99;100;101,GRAPH_ONLY_ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
210,Sun 2017,8,99;100;101,GRAPH_ONLY_ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
211,Sun 2017,8,99;100;101,GRAPH_ONLY_ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
212,Sun 2017,8,99;100;101,GRAPH_ONLY_ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
213,Sun 2017,8,99;100;101,GRAPH_ONLY_ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
214,Sun 2017,8,99;100;101,GRAPH_ONLY_ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
215,Sun 2017,8,99;100;101,GRAPH_ONLY_ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
216,Sun 2017,8,99;100;101,GRAPH_ONLY_ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
217,Sun 2017,8,99;100;101,GRAPH_ONLY_ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
218,Sun 2017,8,99;100;101,GRAPH_ONLY_ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
219,Sun 2017,8,99;100;101,GRAPH_ONLY_ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
220,Sun 2017,8,99;100;101,GRAPH_ONLY_ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
221,Sun 2017,8,99;100;101,GRAPH_ONLY_ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
222,Sun 2017,8,99;100;101,GRAPH_ONLY_ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
223,Sun 2017,8,99;100;101,GRAPH_ONLY_ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
224,Sun 2017,8,99;100;101,GRAPH_ONLY_ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
225,Sun 2017,8,99;100;101,GRAPH_ONLY_ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
226,Sun 2017,8,99;100;101,GRAPH_ONLY_ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
227,Sun 2017,8,99;100;101,GRAPH_ONLY_ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
228,Sun 2017,8,99;100;101,GRAPH_ONLY_ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
229,Sun 2017,8,99;100;101,GRAPH_ONLY_ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
230,Sun 2017,8,102;103;104,NOT_ANALYSIS_ELIGIBLE,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
231,Sun 2017,8,102;103;104,NOT_ANALYSIS_ELIGIBLE,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
232,Sun 2017,8,102;103;104,NOT_ANALYSIS_ELIGIBLE,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
233,Sun 2017,8,102;103;104,NOT_ANALYSIS_ELIGIBLE,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
234,Sun 2017,8,102;103;104,NOT_ANALYSIS_ELIGIBLE,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
235,Sun 2017,8,102;103;104,NOT_ANALYSIS_ELIGIBLE,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
236,Sun 2017,8,102;103;104,NOT_ANALYSIS_ELIGIBLE,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
237,Sun 2017,8,102;103;104,NOT_ANALYSIS_ELIGIBLE,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
238,Sun 2017,8,102;103;104,NOT_ANALYSIS_ELIGIBLE,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
239,Sun 2017,8,105;106;99,NOT_ANALYSIS_ELIGIBLE,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
240,Sun 2017,8,105;106;99,NOT_ANALYSIS_ELIGIBLE,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
241,Sun 2017,8,105;106;99,NOT_ANALYSIS_ELIGIBLE,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
242,Sun 2017,8,105;106;102,NOT_ANALYSIS_ELIGIBLE,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
243,Sun 2017,8,105;106;102,NOT_ANALYSIS_ELIGIBLE,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
244,Sun 2017,8,105;106;102,NOT_ANALYSIS_ELIGIBLE,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
245,Sun 2017,8,106;105;99,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
246,Sun 2017,8,106;105;99,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
247,Sun 2017,8,106;105;99,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
248,Sun 2017,8,106;105;99,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
249,Sun 2017,8,106;105;99,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
250,Sun 2017,8,106;105;99,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
251,Sun 2017,8,105;106;99,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
252,Sun 2017,8,105;106;99,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
253,Sun 2017,8,105;106;99,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
254,Sun 2017,8,105;106;99,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
255,Sun 2017,8,105;106;99,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
256,Sun 2017,8,105;106;99,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
257,Sun 2017,8,106;105;99,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
258,Sun 2017,8,106;105;99,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
259,Sun 2017,8,106;105;99,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
260,Sim 2002,4,107;108;110,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
261,Sim 2002,4,107;108;110,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
262,Sim 2002,4,109;107;108,NOT_REPORTED_ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
263,Sim 2002,4,109;107;108,NOT_REPORTED_ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
264,Sim 2002,4,109;107;108,NOT_REPORTED_ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
265,Sim 2002,4,107;108;109,NOT_REPORTED_ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
266,Sim 2002,4,109;107;108,NOT_REPORTED_ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
267,Sim 2002,4,109;107;108,NOT_REPORTED_ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
268,Sim 2002,4,109;107;108,NOT_REPORTED_ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
269,Sim 2002,4,107;108;109,NOT_REPORTED_ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
270,Sim 2002,4,107;108;109,NOT_ANALYSIS_ELIGIBLE,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
271,Sim 2002,4,107;108;109,NOT_ANALYSIS_ELIGIBLE,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
272,Sim 2002,4,107;108;109,NOT_ANALYSIS_ELIGIBLE,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
273,Sim 2002,4,107;108;109,NOT_ANALYSIS_ELIGIBLE,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
274,Sim 2002,4,107;108;109,NOT_ANALYSIS_ELIGIBLE,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
275,Sim 2002,4,107;108;109,NOT_ANALYSIS_ELIGIBLE,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
276,Sim 2002,4,109;107;108,GRAPH_ONLY_ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
277,Sim 2002,4,109;107;108,GRAPH_ONLY_ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
278,Sim 2002,4,109;107;108,GRAPH_ONLY_ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
279,Sim 2002,4,109;107;108,GRAPH_ONLY_ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
280,Sim 2002,4,109;107;108,GRAPH_ONLY_ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
281,Sim 2002,4,109;107;108,GRAPH_ONLY_ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
282,Lu 2021,7,128;129;132,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
283,Lu 2021,7,128;129;132,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
284,Lu 2021,7,128;129;132,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
285,Lu 2021,7,128;129;132,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
286,Lu 2021,7,128;129;130,NOT_ANALYSIS_ELIGIBLE,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
287,Lu 2021,7,128;129;130,NOT_ANALYSIS_ELIGIBLE,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
288,Lu 2021,7,130;131;132,NOT_ANALYSIS_ELIGIBLE,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
289,Lu 2021,7,130;131;132,NOT_ANALYSIS_ELIGIBLE,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
290,Lu 2021,7,130;131;132,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
291,Lu 2021,7,130;131;132,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
292,Lu 2021,7,130;131;126,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
293,Lu 2021,7,130;131;126,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
294,Lu 2021,7,126;127;128,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
295,Lu 2021,7,126;127;128,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
296,Lu 2021,7,130;131;132,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
297,Lu 2021,7,130;131;132,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
298,Lu 2021,7,132;130;131,AMBIGUOUS_HOLD,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
299,Lu 2021,7,132;130;131,AMBIGUOUS_HOLD,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
300,Lu 2021,7,126;127;132,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
301,Lu 2021,7,126;127;132,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
302,Lu 2021,7,126;127;132,AMBIGUOUS_HOLD,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
303,Lu 2021,7,126;127;132,AMBIGUOUS_HOLD,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
304,Lu 2021,7,126;127;132,AMBIGUOUS_HOLD,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
305,Lu 2021,7,126;127;132,AMBIGUOUS_HOLD,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
306,Long 2025,7,147;148;149,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
307,Long 2025,7,151;150;145,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
308,Long 2025,7,150;151;145,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
309,Long 2025,7,150;151;145,NOT_ANALYSIS_ELIGIBLE,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
310,Long 2025,7,145;146;151,CONFLICT_HOLD,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
311,Long 2025,7,150;147;151,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
312,Long 2025,7,150;151;145,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
313,Long 2025,7,150;145;146,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
314,Long 2025,7,150;151;145,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
315,Long 2025,7,150;151;145,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
316,Long 2025,7,150;151;145,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
317,Long 2025,7,150;151;148,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
318,Sim 2002,4,109;107;108,NOT_ANALYSIS_ELIGIBLE,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
319,Sim 2002,4,110;107;108,NOT_ANALYSIS_ELIGIBLE,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
320,Wang 2024,9,88;85;86,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
321,Wang 2024,9,89;86;88,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
322,Wang 2024,9,89;86;88,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
323,Wang 2024,9,88;89;85,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
324,Wang 2024,9,85;88;86,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
325,Wang 2024,9,86;88;89,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
326,Wang 2024,9,89;86;88,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
327,Wang 2024,9,93;91;92,NOT_REPORTED_ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
328,Wang 2024,9,93;91;92,NOT_REPORTED_ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
329,Wang 2024,9,93;86;91,NOT_REPORTED_ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
330,Wang 2024,9,93;91;92,NOT_REPORTED_ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
