assessment_id,result_id,study,question_id,short_question,answer,justification,final_domain_judgment,judgment_basis,source_text,source_pdf,result_location,reviewer,review_date
V38-AUDIT-0100,AUDIT-0100,Pan 2023,1.1,Random sequence?,PY,"Random grouping reported, allocation concealment insufficiently documented.",Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Pan_2023.txt,TEAS EA Verification/Source PDFs/getfile.php-4.pdf,p. 815; Table 7,AI assistant under user delegation,2026-09-20
V38-AUDIT-0100,AUDIT-0100,Pan 2023,1.2,Concealed allocation?,NI,"Random grouping reported, allocation concealment insufficiently documented.",Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Pan_2023.txt,TEAS EA Verification/Source PDFs/getfile.php-4.pdf,p. 815; Table 7,AI assistant under user delegation,2026-09-20
V38-AUDIT-0100,AUDIT-0100,Pan 2023,1.3,Baseline pattern suggests randomization failure?,PN,"Random grouping reported, allocation concealment insufficiently documented.",Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Pan_2023.txt,TEAS EA Verification/Source PDFs/getfile.php-4.pdf,p. 815; Table 7,AI assistant under user delegation,2026-09-20
V38-AUDIT-0100,AUDIT-0100,Pan 2023,2.1,Participant aware?,PY,No credible stimulation sham; protocol-deviation exclusions and possible differential care.,Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Pan_2023.txt,TEAS EA Verification/Source PDFs/getfile.php-4.pdf,p. 815; Table 7,AI assistant under user delegation,2026-09-20
V38-AUDIT-0100,AUDIT-0100,Pan 2023,2.2,Care personnel aware?,Y,No credible stimulation sham; protocol-deviation exclusions and possible differential care.,Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Pan_2023.txt,TEAS EA Verification/Source PDFs/getfile.php-4.pdf,p. 815; Table 7,AI assistant under user delegation,2026-09-20
V38-AUDIT-0100,AUDIT-0100,Pan 2023,2.3,Trial-context deviations?,NI,No credible stimulation sham; protocol-deviation exclusions and possible differential care.,Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Pan_2023.txt,TEAS EA Verification/Source PDFs/getfile.php-4.pdf,p. 815; Table 7,AI assistant under user delegation,2026-09-20
V38-AUDIT-0100,AUDIT-0100,Pan 2023,2.4,Deviations affect outcome?,NI,No credible stimulation sham; protocol-deviation exclusions and possible differential care.,Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Pan_2023.txt,TEAS EA Verification/Source PDFs/getfile.php-4.pdf,p. 815; Table 7,AI assistant under user delegation,2026-09-20
V38-AUDIT-0100,AUDIT-0100,Pan 2023,2.5,Deviations balanced?,NI,No credible stimulation sham; protocol-deviation exclusions and possible differential care.,Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Pan_2023.txt,TEAS EA Verification/Source PDFs/getfile.php-4.pdf,p. 815; Table 7,AI assistant under user delegation,2026-09-20
V38-AUDIT-0100,AUDIT-0100,Pan 2023,2.6,Assignment-effect analysis appropriate?,PY,No credible stimulation sham; protocol-deviation exclusions and possible differential care.,Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Pan_2023.txt,TEAS EA Verification/Source PDFs/getfile.php-4.pdf,p. 815; Table 7,AI assistant under user delegation,2026-09-20
V38-AUDIT-0100,AUDIT-0100,Pan 2023,2.7,Analysis departure materially consequential?,NA,No credible stimulation sham; protocol-deviation exclusions and possible differential care.,Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Pan_2023.txt,TEAS EA Verification/Source PDFs/getfile.php-4.pdf,p. 815; Table 7,AI assistant under user delegation,2026-09-20
V38-AUDIT-0100,AUDIT-0100,Pan 2023,3.1,All or nearly all outcome data?,PN,"Fig 3 (PDF p5): 60/60 allocated before exclusions for external analgesia, PCIA and surgery changes. 105 analysed; arm exclusion sums conflict with final 52/53. Informative missingness likely.",High,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Pan_2023.txt,TEAS EA Verification/Source PDFs/getfile.php-4.pdf,p. 815; Table 7,AI assistant under user delegation,2026-09-20
V38-AUDIT-0100,AUDIT-0100,Pan 2023,3.2,Evidence missingness does not bias result?,NI,"Fig 3 (PDF p5): 60/60 allocated before exclusions for external analgesia, PCIA and surgery changes. 105 analysed; arm exclusion sums conflict with final 52/53. Informative missingness likely.",High,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Pan_2023.txt,TEAS EA Verification/Source PDFs/getfile.php-4.pdf,p. 815; Table 7,AI assistant under user delegation,2026-09-20
V38-AUDIT-0100,AUDIT-0100,Pan 2023,3.3,Missingness could depend on outcome?,PY,"Fig 3 (PDF p5): 60/60 allocated before exclusions for external analgesia, PCIA and surgery changes. 105 analysed; arm exclusion sums conflict with final 52/53. Informative missingness likely.",High,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Pan_2023.txt,TEAS EA Verification/Source PDFs/getfile.php-4.pdf,p. 815; Table 7,AI assistant under user delegation,2026-09-20
V38-AUDIT-0100,AUDIT-0100,Pan 2023,3.4,Such dependence likely?,PY,"Fig 3 (PDF p5): 60/60 allocated before exclusions for external analgesia, PCIA and surgery changes. 105 analysed; arm exclusion sums conflict with final 52/53. Informative missingness likely.",High,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Pan_2023.txt,TEAS EA Verification/Source PDFs/getfile.php-4.pdf,p. 815; Table 7,AI assistant under user delegation,2026-09-20
V38-AUDIT-0100,AUDIT-0100,Pan 2023,4.1,Measurement method inappropriate?,PN,Observable vomiting recorded; clinician-determined remifentanil assessed separately.,Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Pan_2023.txt,TEAS EA Verification/Source PDFs/getfile.php-4.pdf,p. 815; Table 7,AI assistant under user delegation,2026-09-20
V38-AUDIT-0100,AUDIT-0100,Pan 2023,4.2,Measurement differs between arms?,PN,Observable vomiting recorded; clinician-determined remifentanil assessed separately.,Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Pan_2023.txt,TEAS EA Verification/Source PDFs/getfile.php-4.pdf,p. 815; Table 7,AI assistant under user delegation,2026-09-20
V38-AUDIT-0100,AUDIT-0100,Pan 2023,4.3,Outcome assessor aware?,PN,Observable vomiting recorded; clinician-determined remifentanil assessed separately.,Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Pan_2023.txt,TEAS EA Verification/Source PDFs/getfile.php-4.pdf,p. 815; Table 7,AI assistant under user delegation,2026-09-20
V38-AUDIT-0100,AUDIT-0100,Pan 2023,4.4,Awareness could influence measurement?,NA,Observable vomiting recorded; clinician-determined remifentanil assessed separately.,Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Pan_2023.txt,TEAS EA Verification/Source PDFs/getfile.php-4.pdf,p. 815; Table 7,AI assistant under user delegation,2026-09-20
V38-AUDIT-0100,AUDIT-0100,Pan 2023,4.5,Influence likely?,NA,Observable vomiting recorded; clinician-determined remifentanil assessed separately.,Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Pan_2023.txt,TEAS EA Verification/Source PDFs/getfile.php-4.pdf,p. 815; Table 7,AI assistant under user delegation,2026-09-20
V38-AUDIT-0100,AUDIT-0100,Pan 2023,5.1,Prospective analysis plan verified?,NI,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Pan_2023.txt,TEAS EA Verification/Source PDFs/getfile.php-4.pdf,p. 815; Table 7,AI assistant under user delegation,2026-09-20
V38-AUDIT-0100,AUDIT-0100,Pan 2023,5.2,Result selected from multiple measurements?,PN,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Pan_2023.txt,TEAS EA Verification/Source PDFs/getfile.php-4.pdf,p. 815; Table 7,AI assistant under user delegation,2026-09-20
V38-AUDIT-0100,AUDIT-0100,Pan 2023,5.3,Result selected from multiple analyses?,PN,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Pan_2023.txt,TEAS EA Verification/Source PDFs/getfile.php-4.pdf,p. 815; Table 7,AI assistant under user delegation,2026-09-20
V38-AUDIT-0173,AUDIT-0173,Gao 2021,1.1,Random sequence?,Y,Central block sequence with sealed allocation.,Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Gao_2021.txt,TEAS EA Verification/Source PDFs/covidence_400_full_article.pdf,p. 1623; Table III,AI assistant under user delegation,2026-09-20
V38-AUDIT-0173,AUDIT-0173,Gao 2021,1.2,Concealed allocation?,PY,Central block sequence with sealed allocation.,Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Gao_2021.txt,TEAS EA Verification/Source PDFs/covidence_400_full_article.pdf,p. 1623; Table III,AI assistant under user delegation,2026-09-20
V38-AUDIT-0173,AUDIT-0173,Gao 2021,1.3,Baseline pattern suggests randomization failure?,PN,Central block sequence with sealed allocation.,Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Gao_2021.txt,TEAS EA Verification/Source PDFs/covidence_400_full_article.pdf,p. 1623; Table III,AI assistant under user delegation,2026-09-20
V38-AUDIT-0173,AUDIT-0173,Gao 2021,2.1,Participant aware?,PY,Patients not blinded; differential postoperative behaviours/care cannot be excluded.,Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Gao_2021.txt,TEAS EA Verification/Source PDFs/covidence_400_full_article.pdf,p. 1623; Table III,AI assistant under user delegation,2026-09-20
V38-AUDIT-0173,AUDIT-0173,Gao 2021,2.2,Care personnel aware?,PY,Patients not blinded; differential postoperative behaviours/care cannot be excluded.,Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Gao_2021.txt,TEAS EA Verification/Source PDFs/covidence_400_full_article.pdf,p. 1623; Table III,AI assistant under user delegation,2026-09-20
V38-AUDIT-0173,AUDIT-0173,Gao 2021,2.3,Trial-context deviations?,NI,Patients not blinded; differential postoperative behaviours/care cannot be excluded.,Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Gao_2021.txt,TEAS EA Verification/Source PDFs/covidence_400_full_article.pdf,p. 1623; Table III,AI assistant under user delegation,2026-09-20
V38-AUDIT-0173,AUDIT-0173,Gao 2021,2.4,Deviations affect outcome?,NI,Patients not blinded; differential postoperative behaviours/care cannot be excluded.,Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Gao_2021.txt,TEAS EA Verification/Source PDFs/covidence_400_full_article.pdf,p. 1623; Table III,AI assistant under user delegation,2026-09-20
V38-AUDIT-0173,AUDIT-0173,Gao 2021,2.5,Deviations balanced?,NI,Patients not blinded; differential postoperative behaviours/care cannot be excluded.,Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Gao_2021.txt,TEAS EA Verification/Source PDFs/covidence_400_full_article.pdf,p. 1623; Table III,AI assistant under user delegation,2026-09-20
V38-AUDIT-0173,AUDIT-0173,Gao 2021,2.6,Assignment-effect analysis appropriate?,PY,Patients not blinded; differential postoperative behaviours/care cannot be excluded.,Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Gao_2021.txt,TEAS EA Verification/Source PDFs/covidence_400_full_article.pdf,p. 1623; Table III,AI assistant under user delegation,2026-09-20
V38-AUDIT-0173,AUDIT-0173,Gao 2021,2.7,Analysis departure materially consequential?,NA,Patients not blinded; differential postoperative behaviours/care cannot be excluded.,Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Gao_2021.txt,TEAS EA Verification/Source PDFs/covidence_400_full_article.pdf,p. 1623; Table III,AI assistant under user delegation,2026-09-20
V38-AUDIT-0173,AUDIT-0173,Gao 2021,3.1,All or nearly all outcome data?,PY,610/307 analysed in the intention-to-treat population.,Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Gao_2021.txt,TEAS EA Verification/Source PDFs/covidence_400_full_article.pdf,p. 1623; Table III,AI assistant under user delegation,2026-09-20
V38-AUDIT-0173,AUDIT-0173,Gao 2021,3.2,Evidence missingness does not bias result?,NA,610/307 analysed in the intention-to-treat population.,Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Gao_2021.txt,TEAS EA Verification/Source PDFs/covidence_400_full_article.pdf,p. 1623; Table III,AI assistant under user delegation,2026-09-20
V38-AUDIT-0173,AUDIT-0173,Gao 2021,3.3,Missingness could depend on outcome?,NA,610/307 analysed in the intention-to-treat population.,Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Gao_2021.txt,TEAS EA Verification/Source PDFs/covidence_400_full_article.pdf,p. 1623; Table III,AI assistant under user delegation,2026-09-20
V38-AUDIT-0173,AUDIT-0173,Gao 2021,3.4,Such dependence likely?,NA,610/307 analysed in the intention-to-treat population.,Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Gao_2021.txt,TEAS EA Verification/Source PDFs/covidence_400_full_article.pdf,p. 1623; Table III,AI assistant under user delegation,2026-09-20
V38-AUDIT-0173,AUDIT-0173,Gao 2021,4.1,Measurement method inappropriate?,PN,Bowel sounds obtained by masked auscultation; patient-reported events assessed separately below.,Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Gao_2021.txt,TEAS EA Verification/Source PDFs/covidence_400_full_article.pdf,p. 1623; Table III,AI assistant under user delegation,2026-09-20
V38-AUDIT-0173,AUDIT-0173,Gao 2021,4.2,Measurement differs between arms?,PN,Bowel sounds obtained by masked auscultation; patient-reported events assessed separately below.,Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Gao_2021.txt,TEAS EA Verification/Source PDFs/covidence_400_full_article.pdf,p. 1623; Table III,AI assistant under user delegation,2026-09-20
V38-AUDIT-0173,AUDIT-0173,Gao 2021,4.3,Outcome assessor aware?,PN,Bowel sounds obtained by masked auscultation; patient-reported events assessed separately below.,Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Gao_2021.txt,TEAS EA Verification/Source PDFs/covidence_400_full_article.pdf,p. 1623; Table III,AI assistant under user delegation,2026-09-20
V38-AUDIT-0173,AUDIT-0173,Gao 2021,4.4,Awareness could influence measurement?,NA,Bowel sounds obtained by masked auscultation; patient-reported events assessed separately below.,Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Gao_2021.txt,TEAS EA Verification/Source PDFs/covidence_400_full_article.pdf,p. 1623; Table III,AI assistant under user delegation,2026-09-20
V38-AUDIT-0173,AUDIT-0173,Gao 2021,4.5,Influence likely?,NA,Bowel sounds obtained by masked auscultation; patient-reported events assessed separately below.,Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Gao_2021.txt,TEAS EA Verification/Source PDFs/covidence_400_full_article.pdf,p. 1623; Table III,AI assistant under user delegation,2026-09-20
V38-AUDIT-0173,AUDIT-0173,Gao 2021,5.1,Prospective analysis plan verified?,NI,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Gao_2021.txt,TEAS EA Verification/Source PDFs/covidence_400_full_article.pdf,p. 1623; Table III,AI assistant under user delegation,2026-09-20
V38-AUDIT-0173,AUDIT-0173,Gao 2021,5.2,Result selected from multiple measurements?,PN,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Gao_2021.txt,TEAS EA Verification/Source PDFs/covidence_400_full_article.pdf,p. 1623; Table III,AI assistant under user delegation,2026-09-20
V38-AUDIT-0173,AUDIT-0173,Gao 2021,5.3,Result selected from multiple analyses?,PN,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Gao_2021.txt,TEAS EA Verification/Source PDFs/covidence_400_full_article.pdf,p. 1623; Table III,AI assistant under user delegation,2026-09-20
V38-AUDIT-0251,AUDIT-0251,Sun 2017,1.1,Random sequence?,Y,"Computer sequence in opaque envelopes, operator alone aware.",Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Sun_2017.txt,TEAS EA Verification/Source PDFs/sun2017-2.pdf,Clin J Pain 2017;33:344; Table 2,AI assistant under user delegation,2026-09-20
V38-AUDIT-0251,AUDIT-0251,Sun 2017,1.2,Concealed allocation?,PY,"Computer sequence in opaque envelopes, operator alone aware.",Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Sun_2017.txt,TEAS EA Verification/Source PDFs/sun2017-2.pdf,Clin J Pain 2017;33:344; Table 2,AI assistant under user delegation,2026-09-20
V38-AUDIT-0251,AUDIT-0251,Sun 2017,1.3,Baseline pattern suggests randomization failure?,PN,"Computer sequence in opaque envelopes, operator alone aware.",Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Sun_2017.txt,TEAS EA Verification/Source PDFs/sun2017-2.pdf,Clin J Pain 2017;33:344; Table 2,AI assistant under user delegation,2026-09-20
V38-AUDIT-0251,AUDIT-0251,Sun 2017,2.1,Participant aware?,PN,"Patients, anaesthetists and evaluators masked with minimal-sensation sham.",Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Sun_2017.txt,TEAS EA Verification/Source PDFs/sun2017-2.pdf,Clin J Pain 2017;33:344; Table 2,AI assistant under user delegation,2026-09-20
V38-AUDIT-0251,AUDIT-0251,Sun 2017,2.2,Care personnel aware?,PN,"Patients, anaesthetists and evaluators masked with minimal-sensation sham.",Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Sun_2017.txt,TEAS EA Verification/Source PDFs/sun2017-2.pdf,Clin J Pain 2017;33:344; Table 2,AI assistant under user delegation,2026-09-20
V38-AUDIT-0251,AUDIT-0251,Sun 2017,2.3,Trial-context deviations?,NA,"Patients, anaesthetists and evaluators masked with minimal-sensation sham.",Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Sun_2017.txt,TEAS EA Verification/Source PDFs/sun2017-2.pdf,Clin J Pain 2017;33:344; Table 2,AI assistant under user delegation,2026-09-20
V38-AUDIT-0251,AUDIT-0251,Sun 2017,2.4,Deviations affect outcome?,NA,"Patients, anaesthetists and evaluators masked with minimal-sensation sham.",Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Sun_2017.txt,TEAS EA Verification/Source PDFs/sun2017-2.pdf,Clin J Pain 2017;33:344; Table 2,AI assistant under user delegation,2026-09-20
V38-AUDIT-0251,AUDIT-0251,Sun 2017,2.5,Deviations balanced?,NA,"Patients, anaesthetists and evaluators masked with minimal-sensation sham.",Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Sun_2017.txt,TEAS EA Verification/Source PDFs/sun2017-2.pdf,Clin J Pain 2017;33:344; Table 2,AI assistant under user delegation,2026-09-20
V38-AUDIT-0251,AUDIT-0251,Sun 2017,2.6,Assignment-effect analysis appropriate?,PY,"Patients, anaesthetists and evaluators masked with minimal-sensation sham.",Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Sun_2017.txt,TEAS EA Verification/Source PDFs/sun2017-2.pdf,Clin J Pain 2017;33:344; Table 2,AI assistant under user delegation,2026-09-20
V38-AUDIT-0251,AUDIT-0251,Sun 2017,2.7,Analysis departure materially consequential?,NA,"Patients, anaesthetists and evaluators masked with minimal-sensation sham.",Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Sun_2017.txt,TEAS EA Verification/Source PDFs/sun2017-2.pdf,Clin J Pain 2017;33:344; Table 2,AI assistant under user delegation,2026-09-20
V38-AUDIT-0251,AUDIT-0251,Sun 2017,3.1,All or nearly all outcome data?,PN,"19/380 losses include changed surgery, prolonged operation and complications; GI-related missingness possible.",Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Sun_2017.txt,TEAS EA Verification/Source PDFs/sun2017-2.pdf,Clin J Pain 2017;33:344; Table 2,AI assistant under user delegation,2026-09-20
V38-AUDIT-0251,AUDIT-0251,Sun 2017,3.2,Evidence missingness does not bias result?,NI,"19/380 losses include changed surgery, prolonged operation and complications; GI-related missingness possible.",Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Sun_2017.txt,TEAS EA Verification/Source PDFs/sun2017-2.pdf,Clin J Pain 2017;33:344; Table 2,AI assistant under user delegation,2026-09-20
V38-AUDIT-0251,AUDIT-0251,Sun 2017,3.3,Missingness could depend on outcome?,PY,"19/380 losses include changed surgery, prolonged operation and complications; GI-related missingness possible.",Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Sun_2017.txt,TEAS EA Verification/Source PDFs/sun2017-2.pdf,Clin J Pain 2017;33:344; Table 2,AI assistant under user delegation,2026-09-20
V38-AUDIT-0251,AUDIT-0251,Sun 2017,3.4,Such dependence likely?,NI,"19/380 losses include changed surgery, prolonged operation and complications; GI-related missingness possible.",Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Sun_2017.txt,TEAS EA Verification/Source PDFs/sun2017-2.pdf,Clin J Pain 2017;33:344; Table 2,AI assistant under user delegation,2026-09-20
V38-AUDIT-0251,AUDIT-0251,Sun 2017,4.1,Measurement method inappropriate?,PN,Masked patient/event recording for all three timing-arm comparisons.,Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Sun_2017.txt,TEAS EA Verification/Source PDFs/sun2017-2.pdf,Clin J Pain 2017;33:344; Table 2,AI assistant under user delegation,2026-09-20
V38-AUDIT-0251,AUDIT-0251,Sun 2017,4.2,Measurement differs between arms?,PN,Masked patient/event recording for all three timing-arm comparisons.,Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Sun_2017.txt,TEAS EA Verification/Source PDFs/sun2017-2.pdf,Clin J Pain 2017;33:344; Table 2,AI assistant under user delegation,2026-09-20
V38-AUDIT-0251,AUDIT-0251,Sun 2017,4.3,Outcome assessor aware?,PN,Masked patient/event recording for all three timing-arm comparisons.,Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Sun_2017.txt,TEAS EA Verification/Source PDFs/sun2017-2.pdf,Clin J Pain 2017;33:344; Table 2,AI assistant under user delegation,2026-09-20
