assessment_id,result_id,study,outcome,window,comparison,population,d1,d2,d3,d4,d5,overall,d1_rationale,d2_rationale,d3_rationale,d4_rationale,d5_rationale,overall_rationale,reviewer,review_date,effect_of_interest,source_pdf,source_sha256,source_text,result_location,source,provenance,human_signoff_date
V38-V33-OD-0053,V33-OD-0053,Yang 2024,Time to first flatus,Postoperative,Perioperative EA + usual care vs Usual care,90.0/90.0,Low,Some concerns,Low,High,Some concerns,High,Computer sequence and sequentially numbered opaque sealed envelopes.,Open participant treatment with masked outcome staff; recovery behaviour and laxative co-interventions require caution.,180 ITT participants with three withdrawals; little missing outcome information.,Patient-reported flatus/defecation likely influenced by awareness; 72h laxative rule particularly relevant to defecation. Symptom-specific ratings below.,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,High in at least one domain.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/covidence_1930_full_article.pdf,6c2160c1111226035fb3a46cd41746f84d6f420d24c10b329cffcf82e1c8580f,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Yang_2024.txt,Table 2 / primary first-flatus outcome,10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-V33-OD-0053,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted
V38-V33-OD-0054,V33-OD-0054,Yang 2024,Time to first defecation,Postoperative,Perioperative EA + usual care vs Usual care,90.0/90.0,Low,Some concerns,Low,High,Some concerns,High,Computer sequence and sequentially numbered opaque sealed envelopes.,Open participant treatment with masked outcome staff; recovery behaviour and laxative co-interventions require caution.,180 ITT participants with three withdrawals; little missing outcome information.,Patient-reported flatus/defecation likely influenced by awareness; 72h laxative rule particularly relevant to defecation. Symptom-specific ratings below.,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,High in at least one domain.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/covidence_1930_full_article.pdf,6c2160c1111226035fb3a46cd41746f84d6f420d24c10b329cffcf82e1c8580f,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Yang_2024.txt,Table 2 / primary first-defecation outcome,10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-V33-OD-0054,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted
V38-V33-OD-0055,V33-OD-0055,Yang 2024,Postoperative vomiting,0-24 h after surgery,Perioperative EA + usual care vs Usual care,90.0/90.0,Low,Some concerns,Low,Low,Some concerns,Some concerns,Computer sequence and sequentially numbered opaque sealed envelopes.,Open participant treatment with masked outcome staff; recovery behaviour and laxative co-interventions require caution.,180 ITT participants with three withdrawals; little missing outcome information.,Observable vomiting with common ascertainment; no evidence that knowledge of assignment materially altered measurement. Not equated to subjective nausea.,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Residual concerns do not jointly establish likely material bias sufficient for High; do not mechanically count concerns.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/covidence_1930_full_article.pdf,6c2160c1111226035fb3a46cd41746f84d6f420d24c10b329cffcf82e1c8580f,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Yang_2024.txt,Secondary outcomes / PONV,10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-V33-OD-0055,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted
V38-V33-OD-0056,V33-OD-0056,Xiong 2021,Any PONV,Within 48 h,TEAS + dexamethasone + tropisetron vs Dexamethasone + tropisetron,31.0/31.0,Some concerns,Some concerns,Low,Some concerns,Some concerns,Some concerns,Computer sequence in sealed envelopes; opacity/sequential safeguards not fully documented.,Anaesthetists aware; co-intervention concerns despite masked postoperative resident.,"67 screened, five excluded BEFORE allocation; all 62 randomized analysed.",No-current sham and possible postoperative tingling; incomplete sensory masking for nausea-containing composite.,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Residual concerns do not jointly establish likely material bias sufficient for High; do not mechanically count concerns.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/covidence_431_full_article.pdf,85f0cc1e5493db16e616ba5a77950207798546aa0ed9986773bbcefac9ca1d45,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Xiong_2021.txt,Abstract / 48-h PONV result,10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-V33-OD-0056,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted
V38-V33-OD-0061,V33-OD-0061,Xing 2022,Total remifentanil consumption,Intraoperative,TEAS + active TAPB vs Sham TEAS + active TAPB,29.0/29.0,Low,Low,Some concerns,Low,Some concerns,Some concerns,"Computer sequence, sealed allocation relayed by independent nurse.",Opaque shielding and masked clinicians; equal TAP intervention.,One loss per selected 30-patient arm; loss-to-follow-up explanation insufficient to exclude pain/recovery association.,Masked clinicians record dose; possible awake sensory unmasking affects subjective pain/flatus separately.,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Residual concerns do not jointly establish likely material bias sufficient for High; do not mechanically count concerns.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/s40122-022-00429-2.pdf,ef7826ca61ea657ea56689464a863c5340af1703488c259420346131727062c3,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Xing_2022.txt,"Table 3, p10",10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-V33-OD-0061,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted
V38-V33-OD-0062,V33-OD-0062,Xing 2022,Time to first flatus,Postoperative,TEAS + active TAPB vs Sham TEAS + active TAPB,29.0/29.0,Low,Low,Some concerns,Some concerns,Some concerns,Some concerns,"Computer sequence, sealed allocation relayed by independent nurse.",Opaque shielding and masked clinicians; equal TAP intervention.,One loss per selected 30-patient arm; loss-to-follow-up explanation insufficient to exclude pain/recovery association.,"Authors acknowledge possible sensory unmasking during awake pre-induction stimulation; subjective pain/flatus may be influenced, but likelihood insufficient for High.",Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Residual concerns do not jointly establish likely material bias sufficient for High; do not mechanically count concerns.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/s40122-022-00429-2.pdf,ef7826ca61ea657ea56689464a863c5340af1703488c259420346131727062c3,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Xing_2022.txt,Postoperative recovery results,10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-V33-OD-0062,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted
V38-V33-OD-0064,V33-OD-0064,Xing 2022,Rest pain VAS,24 h,TEAS + active TAPB vs Sham TEAS + active TAPB,29.0/29.0,Low,Low,Some concerns,Some concerns,Some concerns,Some concerns,"Computer sequence, sealed allocation relayed by independent nurse.",Opaque shielding and masked clinicians; equal TAP intervention.,One loss per selected 30-patient arm; loss-to-follow-up explanation insufficient to exclude pain/recovery association.,"Authors acknowledge possible sensory unmasking during awake pre-induction stimulation; subjective pain/flatus may be influenced, but likelihood insufficient for High.",Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Residual concerns do not jointly establish likely material bias sufficient for High; do not mechanically count concerns.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/s40122-022-00429-2.pdf,ef7826ca61ea657ea56689464a863c5340af1703488c259420346131727062c3,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Xing_2022.txt,24-h pain result,10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-V33-OD-0064,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted
V38-V33-OD-0072,V33-OD-0072,Wu 2022,Cumulative remifentanil,Intraoperative,Perioperative pTEAS vs No-current control,44.0/40.0,Some concerns,Low,Some concerns,Low,Some concerns,Some concerns,Computer sequence; concealment insufficiently documented.,Opaque shielding and masked clinical/research team.,"6/90 omitted (five controls, one active), including complications/incomplete data after intraoperative outcome was obtained.",Recorded remifentanil under clinician masking.,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Residual concerns do not jointly establish likely material bias sufficient for High; do not mechanically count concerns.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/s12871-022-01875-3.pdf,bb3c8a4aedbf656c306082e2b889c37c04af8d614fb8e8f23b3d6da85e33d3aa,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Wu_2022.txt,Table 2 / cumulative remifentanil,10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-V33-OD-0072,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted
V38-V33-OD-0078,V33-OD-0078,Wu 2025,Remifentanil consumption,Intraoperative,PACU TEAS vs Sham/no current,50.0/50.0,Low,Low,Low,Low,Some concerns,Some concerns,Independent computer-generated randomization on PACU arrival.,Outcome occurred before randomization/treatment: no post-assignment deviations can affect it.,100/100 analysed.,Recorded pre-intervention intraoperative dose. This is NOT a causal efficacy outcome of subsequent PACU treatment; retained only as diagnostic.,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Residual concerns do not jointly establish likely material bias sufficient for High; do not mechanically count concerns.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/103940.pdf,2fc3db1859c4af6dc85f9a357a2468eb54b002d2c7f87658c9113c207a8beb53,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Wu_2025.txt,Table 1 / remifentanil,10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-V33-OD-0078,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted
V38-V33-OD-0082,V33-OD-0082,Wang 2023,Time to first flatus,Postoperative,Nighttime TEAS vs Sham/no current,40.0/43.0,Low,Low,Some concerns,Low,Some concerns,Some concerns,Computer sequence and sequential opaque envelopes.,Broad patient and assessor masking.,5/88 protocol-breach exclusions rather than full ITT; recovery-related missingness cannot be ruled out.,Masked flatus report collection.,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Residual concerns do not jointly establish likely material bias sufficient for High; do not mechanically count concerns.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/s40122-023-00493-2.pdf,9eae987a3d59d97843498faa079d7eac7ae430cae80d2971d356bb988714bd6c,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Wang_2023.txt,Table 1 / postoperative first flatus,10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-V33-OD-0082,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted
V38-V33-OD-0112,V33-OD-0112,Ntritsou 2014,Remifentanil consumption,Intraoperative,Perioperative EA + tramadol/ketamine vs Sham + tramadol/ketamine,35.0/35.0,Some concerns,Some concerns,Some concerns,High,Some concerns,High,Computer randomization; concealment controlled by department director but implementation insufficiently detailed.,Clinical staff aware; differential titration/co-intervention concerns.,5/75 excluded with insufficient reasons; missing clinician-titrated dose potentially informative.,Remifentanil is objective once delivered but dose is actively determined by an unblinded anaesthetist and likely influenced.,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,High in at least one domain.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/covidence_729_full_article.pdf,f75d422117f1c9468f6bfaf215e0c43c38fd842380657e42e1508b6a9aa13242,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Ntritsou_2014.txt,Table 1 / remifentanil,10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-V33-OD-0112,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted
V38-V33-OD-0115,V33-OD-0115,Ng 2013,Time to first bowel motion / defecation,Postoperative,Electroacupuncture vs Sham acupuncture,55.0/55.0,Some concerns,Low,Low,Low,Some concerns,Some concerns,Random allocation using NON-opaque envelopes: concealment concern.,EA/sham participants masked; no-acupuncture arm handled separately.,All 165 participants retained.,Masked assessment and sham participant masking for selected sham contrasts.,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Residual concerns do not jointly establish likely material bias sufficient for High; do not mechanically count concerns.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/covidence_1970_ng_2013.pdf,18ce931a2b3a17e4ba1f7b4f0ddfac5274721367802ebdcdf92d027afa51c781,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Ng_2013.txt,Primary outcome / first bowel motion,10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-V33-OD-0115,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted
V38-V33-OD-0116,V33-OD-0116,Ng 2013,Time to first bowel motion / defecation,Postoperative,Electroacupuncture vs No acupuncture,55.0/55.0,Some concerns,Some concerns,Low,Some concerns,Some concerns,Some concerns,Random allocation using NON-opaque envelopes: concealment concern.,"No-treatment comparator lacks participant masking; possible differential care, without automatic High rating merely for awareness.",All 165 participants retained.,No-acupuncture participants know assignment; bowel-motion reporting may be influenced despite masked assessor.,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Residual concerns do not jointly establish likely material bias sufficient for High; do not mechanically count concerns.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/covidence_1970_ng_2013.pdf,18ce931a2b3a17e4ba1f7b4f0ddfac5274721367802ebdcdf92d027afa51c781,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Ng_2013.txt,Primary outcome / first bowel motion,10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-V33-OD-0116,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted
V38-V33-OD-0117,V33-OD-0117,Ng 2013,Time to first flatus,Postoperative,Electroacupuncture vs Sham acupuncture,55.0/55.0,Some concerns,Low,Low,Low,Some concerns,Some concerns,Random allocation using NON-opaque envelopes: concealment concern.,EA/sham participants masked; no-acupuncture arm handled separately.,All 165 participants retained.,Masked assessment and sham participant masking for selected sham contrasts.,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Residual concerns do not jointly establish likely material bias sufficient for High; do not mechanically count concerns.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/covidence_1970_ng_2013.pdf,18ce931a2b3a17e4ba1f7b4f0ddfac5274721367802ebdcdf92d027afa51c781,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Ng_2013.txt,Secondary outcome / first flatus,10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-V33-OD-0117,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted
V38-V33-OD-0128,V33-OD-0128,Lu 2021,Total remifentanil,Intraoperative,Combined PC6+CV17 TEAS vs Sham/no current,190.0/188.0,Low,Low,Low,Low,Some concerns,Some concerns,Central web block randomization in multicentre trial.,Anaesthesia team masked with opaque shielding; standard titration and no demonstrated deviations.,576 intention-to-treat participants retained across the two active arms and shared control.,Objective intraoperative dose recorded by masked anaesthesia team; each active arm linked separately.,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Residual concerns do not jointly establish likely material bias sufficient for High; do not mechanically count concerns.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,7f03819dbf9b4b292cfed8ba78be7233349e036cc4f9cb144cfa1e0db17094a7,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Lu_2021.txt,Table 3 / intraoperative remifentanil,10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-V33-OD-0128,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted
V38-V33-OD-0129,V33-OD-0129,Lu 2021,Total remifentanil,Intraoperative,Single PC6 TEAS vs Sham/no current,198.0/188.0,Low,Low,Low,Low,Some concerns,Some concerns,Central web block randomization in multicentre trial.,Anaesthesia team masked with opaque shielding; standard titration and no demonstrated deviations.,576 intention-to-treat participants retained across the two active arms and shared control.,Objective intraoperative dose recorded by masked anaesthesia team; each active arm linked separately.,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Residual concerns do not jointly establish likely material bias sufficient for High; do not mechanically count concerns.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,7f03819dbf9b4b292cfed8ba78be7233349e036cc4f9cb144cfa1e0db17094a7,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Lu_2021.txt,Table 3 / intraoperative remifentanil,10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-V33-OD-0129,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted
V38-V33-OD-0130,V33-OD-0130,Lu 2021,Any PONV,24 h,Combined PC6+CV17 TEAS vs Sham/no current,190.0/188.0,Low,Some concerns,Low,Some concerns,Some concerns,Some concerns,Central web block randomization in multicentre trial.,Patients not fully masked; potential differential care/reporting; clinician dosing assessed separately.,576 intention-to-treat participants retained across the two active arms and shared control.,Patient-reported nausea component potentially influenced; objective vomiting and masked dose assessed separately.,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Residual concerns do not jointly establish likely material bias sufficient for High; do not mechanically count concerns.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,7f03819dbf9b4b292cfed8ba78be7233349e036cc4f9cb144cfa1e0db17094a7,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Lu_2021.txt,24-h PONV table,10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-V33-OD-0130,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted
V38-V33-OD-0131,V33-OD-0131,Lu 2021,Any PONV,24 h,Single PC6 TEAS vs Sham/no current,198.0/188.0,Low,Some concerns,Low,Some concerns,Some concerns,Some concerns,Central web block randomization in multicentre trial.,Patients not fully masked; potential differential care/reporting; clinician dosing assessed separately.,576 intention-to-treat participants retained across the two active arms and shared control.,Patient-reported nausea component potentially influenced; objective vomiting and masked dose assessed separately.,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Residual concerns do not jointly establish likely material bias sufficient for High; do not mechanically count concerns.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,7f03819dbf9b4b292cfed8ba78be7233349e036cc4f9cb144cfa1e0db17094a7,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Lu_2021.txt,24-h PONV table,10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-V33-OD-0131,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted
V38-V33-OD-0134,V33-OD-0134,Lu 2022,Time to first flatus,Postoperative,TEAS + ERAS vs No-current control + ERAS,47.0/47.0,Low,Some concerns,Some concerns,Some concerns,Some concerns,Some concerns,Computer sequence with sealed allocation.,Patient awareness of treatment possible despite assessor masking.,6/100 excluded (five open conversions and one refusal); recovery-related missingness remains possible.,Patient-reported flatus vulnerable to awareness; observed defecation considered separately.,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Residual concerns do not jointly establish likely material bias sufficient for High; do not mechanically count concerns.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/getfile.php-3.pdf,83439ead7b747aa55a3be6aab468dc4350619651c2dfd0c516ffbf47d7b16f7c,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Lu_2022.txt,First flatus result,10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-V33-OD-0134,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted
V38-V33-OD-0135,V33-OD-0135,Lu 2022,Time to first defecation,Postoperative,TEAS + ERAS vs No-current control + ERAS,47.0/47.0,Low,Some concerns,Some concerns,Low,Some concerns,Some concerns,Computer sequence with sealed allocation.,Patient awareness of treatment possible despite assessor masking.,6/100 excluded (five open conversions and one refusal); recovery-related missingness remains possible.,Observable bowel motion collected by masked observer; less susceptible than first flatus.,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Residual concerns do not jointly establish likely material bias sufficient for High; do not mechanically count concerns.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/getfile.php-3.pdf,83439ead7b747aa55a3be6aab468dc4350619651c2dfd0c516ffbf47d7b16f7c,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Lu_2022.txt,First defecation result,10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-V33-OD-0135,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted
V38-V33-OD-0139,V33-OD-0139,Luo 2026,Cumulative postoperative nausea,0-48 h,Intraoperative PC6 TEAS + standard antiemetics vs Sham/no current + standard antiemetics,138.0/139.0,Low,Some concerns,Low,High,Some concerns,High,Computer sequence in sequentially numbered opaque envelopes (methods).,"Anaesthetists unblinded; possible differential care, not demonstrated major deviations.",277/277 retained.,Blinding test: 77.5% active and 66.2% sham correctly guessed allocation. Subjective nausea likely influenced; vomiting has separate rating.,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,High in at least one domain.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/covidence_35_verified.pdf,c0f7a5e88ad8a000c8179382c1d55220fe9e798b9a4f8f6480f348d112898f51,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Luo_2026.txt,Primary outcome / cumulative nausea,10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-V33-OD-0139,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted
V38-V33-OD-0140,V33-OD-0140,Luo 2026,Cumulative postoperative vomiting,0-48 h,Intraoperative PC6 TEAS + standard antiemetics vs Sham/no current + standard antiemetics,138.0/139.0,Low,Some concerns,Low,Low,Some concerns,Some concerns,Computer sequence in sequentially numbered opaque envelopes (methods).,"Anaesthetists unblinded; possible differential care, not demonstrated major deviations.",277/277 retained.,Observable vomiting with common ascertainment; no evidence that knowledge of assignment materially altered measurement. Not equated to subjective nausea.,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Residual concerns do not jointly establish likely material bias sufficient for High; do not mechanically count concerns.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/covidence_35_verified.pdf,c0f7a5e88ad8a000c8179382c1d55220fe9e798b9a4f8f6480f348d112898f51,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Luo_2026.txt,Primary outcome / cumulative vomiting,10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-V33-OD-0140,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted
